
GWN,0.001,0.9957126786925967,0.952414218219561,0.009267380009779953,0.0372638145399788
GWN,0.002,0.9830956233749828,0.9502747078007986,0.009538654676586829,0.0371723850193491
GWN,0.003,0.9630196084576998,0.9457595203482979,0.009959194760512468,0.036378158581599006
GWN,0.004,0.936638222508622,0.9383375637166209,0.010506531631011591,0.034920604947016216
GWN,0.005,0.9056578404867681,0.9271360042571106,0.011171933156064514,0.03386183387795705
GWN,0.006,0.8711120461048742,0.9093899583015879,0.011914235735143936,0.03231304105182123
GWN,0.007,0.8342363284927474,0.885954871436029,0.012736617036217104,0.03131352761179569
GWN,0.008,0.7975341326247979,0.8570084719643929,0.013625715354540975,0.030450798835184645
GWN,0.009,0.7604759343130034,0.8190615386215071,0.014572257275510179,0.029402918910148464
GWN,0.010,0.7241899940224846,0.7789162132081849,0.015567314462848487,0.028778115669342536
GWN,0.02,0.4596732607141598,0.3983389081276927,0.026695748346640125,0.024815763014862588
GWN,0.03,0.3246997968176968,0.2529651568615121,0.03870885135083038,0.018731505190710814
GWN,0.04,0.24876190460132952,0.20188155835336768,0.05097346474556,0.013888851405042486
GWN,0.05,0.20160209668051887,0.18010815832385818,0.063303458135454,0.010301346772108921
GWN,0.06,0.1688721425292195,0.1688850687739631,0.07572710461003937,0.008094847827076448
GWN,0.07,0.14538789168166041,0.16277312499698063,0.08819926833069981,0.006216223684301766
GWN,0.08,0.1268091516865508,0.15861465663188234,0.10072025481943096,0.00493078438966286
GWN,0.09,0.11369361673432711,0.15626976022779865,0.11317086281545892,0.00414906175085993
GWN,0.10,0.10213129800501608,0.15436825413769634,0.1257084442552351,0.003345427152871263
