LIA,0.0,0.992307902004188,0.9590819150373514,0.016569337336534404,0.04056897983563296
LIA,1.0,0.6034045503662637,0.9590819150373514,0.02749825667337899,0.04078259447453508
LIA,2.0,0.4732518427786018,0.9590724321309109,0.036766248596411456,0.04117377375415124
LIA,3.0,0.19625151217448591,0.9590567483210712,0.05980588812302449,0.04165698526833253
LIA,4.0,0.21212512550863732,0.9590745148997267,0.06871357441490736,0.042066774702733185
LIA,5.0,0.18643713546380225,0.9590662860684888,0.07969740194376856,0.042772953962570796
LIA,6.0,0.14989400304997838,0.959033595995944,0.09453351425967321,0.04351839792167511
LIA,7.0,0.060344075057089414,0.9590232828696116,0.11258792832483014,0.04430021059135993
LIA,8.0,0.1068867403957442,0.959039354154048,0.11731727626660746,0.04497230760856933
LIA,9.0,0.12284827426689543,0.9590239107013644,0.12776404633230865,0.04547919666417883
LIA,10.0,0.06012369710850554,0.9590110911770273,0.14954009981857924,0.04850023563985612
