n,x,y,val,xT,yT,dP,lab
0,-2.303091,5.899664,0,-0.220439,-0.081702,3047,0
1,-2.297222,5.90258,0,-0.220439,-0.081702,3046,0
2,-2.291353,5.908411,0,-0.220439,-0.081702,3043,0
3,-2.282549,5.914241,0,-0.220439,-0.081702,3041,0
4,-2.279615,5.920072,0,-0.220439,-0.081702,3041,0
5,-2.27668,5.920072,0,-0.220439,-0.081702,3044,0
6,-2.279615,5.922987,0,-0.220439,-0.081702,3045,0
7,-2.282549,5.925903,0,-0.220439,-0.081702,3044,1
8,-2.285484,5.931733,0,-0.220439,-0.081702,3043,1
9,-2.285484,5.937563,0,-0.220439,-0.081702,3044,1
10,-2.288418,5.940478,0,-0.220439,-0.081702,3044,1
11,-2.288418,5.940478,0,-0.220439,-0.081702,3043,1
12,-2.288418,5.943393,0,-0.220439,-0.081702,3043,1
13,-2.288418,5.949224,0,-0.220439,-0.081702,3042,1
14,-2.285484,5.960883,0,-0.220439,-0.081702,3041,1
15,-2.285484,5.969628,0,-0.220439,-0.081702,3041,1
16,-2.282549,5.969628,0,-0.220439,-0.081702,3040,1
17,-2.282549,5.963798,0,-0.220439,-0.081702,3038,1
18,-2.282549,5.963798,0,-0.220439,-0.081702,3035,1
19,-2.27668,5.966713,0,-0.220439,-0.081702,3033,1
20,-2.270811,5.969628,0,-0.220439,-0.081702,3032,1
21,-2.267877,5.978372,0,-0.220439,-0.081702,3032,1
22,-2.267877,5.992945,0,-0.220439,-0.081702,3032,1
23,-2.267877,6.004603,0,-0.220439,-0.081702,3032,1
24,-2.262007,6.001688,0,-0.220439,-0.081702,3033,1
25,-2.253203,6.004603,0,-0.220439,-0.081702,3034,1
26,-2.244399,6.007517,0,-0.220439,-0.081702,3034,1
27,-2.23853,6.010431,0,-0.220439,-0.081702,3032,1
28,-2.235595,6.007517,0,-0.220439,-0.081702,3031,1
29,-2.232661,6.013346,0,-0.220439,-0.081702,3030,1
30,-2.229726,6.022088,0,-0.220439,-0.081702,3030,1
31,-2.229726,6.027917,0,-0.220439,-0.081702,3029,1
32,-2.232661,6.033745,0,-0.220439,-0.081702,3028,1
33,-2.232661,6.039573,0,-0.220439,-0.081702,3027,1
34,-2.232661,6.042487,0,-0.220439,-0.081702,3027,1
35,-2.232661,6.048315,0,-0.220439,-0.081702,3026,1
36,-2.229726,6.062884,0,-0.220439,-0.081702,3026,1
37,-2.229726,6.077453,0,-0.220439,-0.081702,3026,1
38,-2.226791,6.08328,0,-0.220439,-0.081702,3025,1
39,-2.223856,6.086193,0,-0.220439,-0.081702,3025,1
40,-2.217987,6.094934,0,-0.220439,-0.081702,3024,1
41,-2.212117,6.097847,0,-0.220439,-0.081702,3023,1
42,-2.206247,6.097847,0,-0.220439,-0.081702,3022,1
43,-2.206247,6.097847,0,-0.220439,-0.081702,3022,1
44,-2.209182,6.106587,0,-0.220439,-0.081702,3021,1
45,-2.206247,6.11824,0,-0.220439,-0.081702,3020,1
46,-2.200378,6.132806,0,-0.220439,-0.081702,3019,1
47,-2.197443,6.144457,0,-0.220439,-0.081702,3019,1
48,-2.197443,6.150283,0,-0.220439,-0.081702,3017,1
49,-2.200378,6.153196,0,-0.220439,-0.081702,3016,1
50,-2.200378,6.156109,0,-0.220439,-0.081702,3016,1
51,-2.203313,6.161934,0,-0.220439,-0.081702,3017,1
52,-2.203313,6.167759,0,-0.220439,-0.081702,3017,1
53,-2.200378,6.167759,0,-0.220439,-0.081702,3017,1
54,-2.194508,6.170672,0,-0.220439,-0.081702,3015,1
