n,x,y,val,xT,yT,dP,lab
0,0.088176,-4.706155,0,-0.220439,-0.081702,3537,0
1,0.094054,-4.697374,0,-0.220439,-0.081702,3535,0
2,0.096993,-4.697374,0,-0.220439,-0.081702,3537,0
3,0.099933,-4.712009,0,-0.220439,-0.081702,3539,0
4,0.099933,-4.723715,0,-0.220439,-0.081702,3540,0
5,0.099933,-4.723715,0,-0.220439,-0.081702,3540,0
6,0.096993,-4.720789,0,-0.220439,-0.081702,3540,0
7,0.094054,-4.712009,0,-0.220439,-0.081702,3541,1
8,0.076419,-4.703228,0,-0.220439,-0.081702,3542,1
9,0.061723,-4.700301,0,-0.220439,-0.081702,3543,1
10,0.049966,-4.697374,0,-0.220439,-0.081702,3545,1
11,0.052906,-4.703228,0,-0.220439,-0.081702,3547,1
12,0.070541,-4.712009,0,-0.220439,-0.081702,3548,1
13,0.088176,-4.720789,0,-0.220439,-0.081702,3548,1
14,0.102872,-4.720789,0,-0.220439,-0.081702,3549,1
15,0.094054,-4.717862,0,-0.220439,-0.081702,3550,1
16,0.088176,-4.712009,0,-0.220439,-0.081702,3550,1
17,0.088176,-4.712009,0,-0.220439,-0.081702,3549,1
18,0.091115,-4.703228,0,-0.220439,-0.081702,3546,1
19,0.088176,-4.697374,0,-0.220439,-0.081702,3544,1
20,0.082298,-4.706155,0,-0.220439,-0.081702,3543,1
21,0.076419,-4.720789,0,-0.220439,-0.081702,3544,1
22,0.076419,-4.732495,0,-0.220439,-0.081702,3545,1
23,0.07348,-4.723715,0,-0.220439,-0.081702,3544,1
24,0.070541,-4.714935,0,-0.220439,-0.081702,3541,1
25,0.064662,-4.712009,0,-0.220439,-0.081702,3538,1
26,0.058784,-4.691521,0,-0.220439,-0.081702,3536,1
27,0.067602,-4.673959,0,-0.220439,-0.081702,3536,1
28,0.076419,-4.679813,0,-0.220439,-0.081702,3535,1
29,0.085237,-4.706155,0,-0.220439,-0.081702,3536,1
30,0.094054,-4.723715,0,-0.220439,-0.081702,3537,1
31,0.105811,-4.714935,0,-0.220439,-0.081702,3539,1
32,0.102872,-4.709082,0,-0.220439,-0.081702,3541,1
33,0.079358,-4.706155,0,-0.220439,-0.081702,3542,1
34,0.058784,-4.709082,0,-0.220439,-0.081702,3544,1
35,0.055845,-4.709082,0,-0.220439,-0.081702,3544,1
36,0.064662,-4.712009,0,-0.220439,-0.081702,3544,1
37,0.07348,-4.706155,0,-0.220439,-0.081702,3543,1
38,0.079358,-4.697374,0,-0.220439,-0.081702,3543,1
39,0.082298,-4.700301,0,-0.220439,-0.081702,3541,1
40,0.07348,-4.712009,0,-0.220439,-0.081702,3539,1
41,0.064662,-4.726642,0,-0.220439,-0.081702,3538,1
42,0.055845,-4.729569,0,-0.220439,-0.081702,3538,1
43,0.058784,-4.726642,0,-0.220439,-0.081702,3538,1
44,0.055845,-4.729569,0,-0.220439,-0.081702,3537,1
45,0.055845,-4.735422,0,-0.220439,-0.081702,3540,1
46,0.055845,-4.717862,0,-0.220439,-0.081702,3543,1
47,0.055845,-4.694448,0,-0.220439,-0.081702,3545,1
48,0.058784,-4.679813,0,-0.220439,-0.081702,3544,1
49,0.058784,-4.694448,0,-0.220439,-0.081702,3541,1
50,0.058784,-4.706155,0,-0.220439,-0.081702,3540,1
51,0.07348,-4.709082,0,-0.220439,-0.081702,3539,1
52,0.088176,-4.709082,0,-0.220439,-0.081702,3540,1
53,0.094054,-4.714935,0,-0.220439,-0.081702,3541,1
54,0.082298,-4.720789,0,-0.220439,-0.081702,3541,1
55,0.070541,-4.709082,0,-0.220439,-0.081702,3539,1
56,0.076419,-4.700301,0,-0.220439,-0.081702,3538,1
57,0.085237,-4.700301,0,-0.220439,-0.081702,3538,1
58,0.088176,-4.714935,0,-0.220439,-0.081702,3536,1
59,0.082298,-4.729569,0,-0.220439,-0.081702,3534,1
60,0.076419,-4.732495,0,-0.220439,-0.081702,3535,1
61,0.07348,-4.738348,0,-0.220439,-0.081702,3537,1
62,0.07348,-4.738348,0,-0.220439,-0.081702,3540,1
63,0.076419,-4.732495,0,-0.220439,-0.081702,3541,1
64,0.076419,-4.726642,0,-0.220439,-0.081702,3541,1
65,0.07348,-4.723715,0,-0.220439,-0.081702,3539,1
66,0.07348,-4.723715,0,-0.220439,-0.081702,3537,1
67,0.076419,-4.726642,0,-0.220439,-0.081702,3537,1
68,0.082298,-4.726642,0,-0.220439,-0.081702,3539,1
69,0.088176,-4.729569,0,-0.220439,-0.081702,3540,1
70,0.094054,-4.732495,0,-0.220439,-0.081702,3538,1
71,0.094054,-4.735422,0,-0.220439,-0.081702,3537,1
72,0.088176,-4.720789,0,-0.220439,-0.081702,3536,1
73,0.082298,-4.706155,0,-0.220439,-0.081702,3537,1
74,0.079358,-4.691521,0,-0.220439,-0.081702,3541,1
75,0.079358,-4.688594,0,-0.220439,-0.081702,3544,1
76,0.088176,-4.697374,0,-0.220439,-0.081702,3545,1
77,0.096993,-4.706155,0,-0.220439,-0.081702,3542,1
78,0.10875,-4.717862,0,-0.220439,-0.081702,3539,1
79,0.111689,-4.720789,0,-0.220439,-0.081702,3538,1
80,0.096993,-4.726642,0,-0.220439,-0.081702,3538,1
81,0.079358,-4.735422,0,-0.220439,-0.081702,3538,1
82,0.064662,-4.741275,0,-0.220439,-0.081702,3538,1
83,0.064662,-4.741275,0,-0.220439,-0.081702,3537,1
84,0.058784,-4.732495,0,-0.220439,-0.081702,3536,1
85,0.049966,-4.720789,0,-0.220439,-0.081702,3534,1
86,0.044088,-4.709082,0,-0.220439,-0.081702,3535,1
87,0.044088,-4.703228,0,-0.220439,-0.081702,3538,1
88,0.049966,-4.703228,0,-0.220439,-0.081702,3540,1
89,0.058784,-4.703228,0,-0.220439,-0.081702,3544,1
90,0.064662,-4.697374,0,-0.220439,-0.081702,3544,1
91,0.061723,-4.694448,0,-0.220439,-0.081702,3543,1
92,0.058784,-4.703228,0,-0.220439,-0.081702,3541,1
93,0.058784,-4.714935,0,-0.220439,-0.081702,3539,1
94,0.064662,-4.726642,0,-0.220439,-0.081702,3538,1
95,0.067602,-4.726642,0,-0.220439,-0.081702,3536,1
96,0.058784,-4.726642,0,-0.220439,-0.081702,3536,1
97,0.044088,-4.729569,0,-0.220439,-0.081702,3535,1
98,0.03527,-4.732495,0,-0.220439,-0.081702,3536,1
99,0.041149,-4.720789,0,-0.220439,-0.081702,3536,1
100,0.044088,-4.709082,0,-0.220439,-0.081702,3536,1
101,0.047027,-4.697374,0,-0.220439,-0.081702,3536,1
102,0.055845,-4.700301,0,-0.220439,-0.081702,3535,1
103,0.061723,-4.691521,0,-0.220439,-0.081702,3535,1
104,0.070541,-4.679813,0,-0.220439,-0.081702,3536,1
105,0.070541,-4.68274,0,-0.220439,-0.081702,3537,1
106,0.064662,-4.697374,0,-0.220439,-0.081702,3536,1
107,0.055845,-4.709082,0,-0.220439,-0.081702,3531,1
108,0.055845,-4.703228,0,-0.220439,-0.081702,3527,1
109,0.064662,-4.697374,0,-0.220439,-0.081702,3528,1
