n,x,y,val,xT,yT,dP,lab
0,-1.345906,-3.445552,0,-0.220439,-0.081702,4312,0
1,-1.342968,-3.460232,0,-0.220439,-0.081702,4314,0
2,-1.331218,-3.483719,0,-0.220439,-0.081702,4312,0
3,-1.32828,-3.504269,0,-0.220439,-0.081702,4311,0
4,-1.331218,-3.524818,0,-0.220439,-0.081702,4309,0
5,-1.322405,-3.527753,0,-0.220439,-0.081702,4308,0
6,-1.310654,-3.533624,0,-0.220439,-0.081702,4308,0
7,-1.298903,-3.53656,0,-0.220439,-0.081702,4311,1
8,-1.298903,-3.53656,0,-0.220439,-0.081702,4314,1
9,-1.278339,-3.53656,0,-0.220439,-0.081702,4316,1
10,-1.257775,-3.545366,0,-0.220439,-0.081702,4315,1
11,-1.240148,-3.568848,0,-0.220439,-0.081702,4314,1
12,-1.2519,-3.595264,0,-0.220439,-0.081702,4313,1
13,-1.260713,-3.618744,0,-0.220439,-0.081702,4311,1
14,-1.266588,-3.630484,0,-0.220439,-0.081702,4308,1
15,-1.263651,-3.645158,0,-0.220439,-0.081702,4306,1
16,-1.2519,-3.662766,0,-0.220439,-0.081702,4304,1
17,-1.219583,-3.680373,0,-0.220439,-0.081702,4303,1
18,-1.193142,-3.715585,0,-0.220439,-0.081702,4301,1
19,-1.149073,-3.756663,0,-0.220439,-0.081702,4294,1
20,-1.12263,-3.79187,0,-0.220439,-0.081702,4288,1
21,-1.096187,-3.827073,0,-0.220439,-0.081702,4284,1
22,-1.093249,-3.879873,0,-0.220439,-0.081702,4284,1
23,-1.090311,-3.953196,0,-0.220439,-0.081702,4284,1
24,-1.07562,-4.008912,0,-0.220439,-0.081702,4280,1
25,-1.06093,-4.017709,0,-0.220439,-0.081702,4276,2
26,-1.0433,-3.964926,0,-0.220439,-0.081702,4272,2
27,-1.031547,-3.909204,0,-0.220439,-0.081702,4275,2
28,-1.016856,-3.879873,0,-0.220439,-0.081702,4278,2
29,-0.987473,-3.897472,0,-0.220439,-0.081702,4282,2
30,-0.963966,-3.929734,0,-0.220439,-0.081702,4277,2
31,-0.95809,-4.020641,0,-0.220439,-0.081702,4261,2
32,-0.961028,-4.184808,0,-0.220439,-0.081702,4237,2
33,-0.966905,-4.45436,0,-0.220439,-0.081702,4205,2
34,-0.95809,-4.773465,0,-0.220439,-0.081702,4167,2
35,-0.955151,-5.10689,0,-0.220439,-0.081702,4127,2
36,-0.922829,-5.466249,0,-0.220439,-0.081702,4076,2
37,-0.890506,-5.863086,0,-0.220439,-0.081702,4024,2
38,-0.846428,-6.294296,0,-0.220439,-0.081702,3963,2
39,-0.817042,-6.736416,0,-0.220439,-0.081702,3905,2
40,-0.781778,-7.157427,0,-0.220439,-0.081702,3840,2
41,-0.731821,-7.615298,0,-0.220439,-0.081702,3774,2
42,-0.684801,-8.069305,0,-0.220439,-0.081702,3699,2
43,-0.599575,-8.588567,0,-0.220439,-0.081702,3622,2
44,-0.537858,-9.097793,0,-0.220439,-0.081702,3539,2
45,-0.458505,-9.651401,0,-0.220439,-0.081702,3457,2
46,-0.385029,-10.191778,0,-0.220439,-0.081702,3376,2
47,-0.290978,-10.744551,0,-0.220439,-0.081702,3295,2
48,-0.2175,-11.272637,0,-0.220439,-0.081702,3218,2
49,-0.191047,-11.787495,0,-0.220439,-0.081702,3136,2
50,-0.155777,-12.308868,0,-0.220439,-0.081702,3053,2
51,-0.135203,-12.83098,0,-0.220439,-0.081702,2973,2
52,-0.099933,-13.348145,0,-0.220439,-0.081702,2895,2
53,-0.102872,-13.838104,0,-0.220439,-0.081702,2815,2
54,-0.105811,-14.314942,0,-0.220439,-0.081702,2733,2
55,-0.10875,-14.775989,0,-0.220439,-0.081702,2658,2
56,-0.117568,-15.248802,0,-0.220439,-0.081702,2581,2
57,-0.129325,-15.730419,0,-0.220439,-0.081702,2512,2
58,-0.164595,-16.212482,0,-0.220439,-0.081702,2439,2
59,-0.176351,-16.700309,0,-0.220439,-0.081702,2375,2
60,-0.179291,-17.182967,0,-0.220439,-0.081702,2303,2
61,-0.185169,-17.673824,0,-0.220439,-0.081702,2230,2
62,-0.155777,-18.167337,0,-0.220439,-0.081702,2150,2
63,-0.123446,-18.668655,0,-0.220439,-0.081702,2073,2
64,-0.07348,-19.182799,0,-0.220439,-0.081702,1997,2
65,-0.03527,-19.638882,0,-0.220439,-0.081702,1915,2
66,0.017635,-20.00918,0,-0.220439,-0.081702,1834,2
67,0.088176,-20.44245,0,-0.220439,-0.081702,1748,2
68,0.105811,-20.960707,0,-0.220439,-0.081702,1665,2
69,0.102872,-21.398807,0,-0.220439,-0.081702,1604,2
70,0.18223,-22.145915,0,-0.220439,-0.081702,1506,2
71,0.311552,-22.830132,0,-0.220439,-0.081702,1409,2
72,0.467322,-23.606577,0,-0.220439,-0.081702,1286,2
73,0.529041,-23.846126,0,-0.220439,-0.081702,1231,2
74,0.555491,-23.942191,0,-0.220439,-0.081702,1205,2
75,0.555491,-23.942191,0,-0.220439,-0.081702,1205,2
76,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
77,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
78,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
79,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
80,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
81,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
82,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
83,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
84,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
85,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
86,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
87,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
88,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
89,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
90,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
91,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
92,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
93,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
94,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
95,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
96,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
97,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
98,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
99,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
100,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
101,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
102,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
103,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
104,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
105,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
106,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
107,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
108,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
109,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
110,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
111,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
112,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
113,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
114,NaN,NaN,4,-0.220439,-0.081702,NaN,-1
