n,x,y,val,xT,yT,dP,lab
0,-2.652201,-4.829059,0,-0.220439,-0.081702,8113,0
1,-2.652201,-4.831985,0,-0.220439,-0.081702,8112,0
2,-2.649268,-4.837836,0,-0.220439,-0.081702,8112,0
3,-2.640469,-4.843687,0,-0.220439,-0.081702,8113,0
4,-2.625804,-4.829059,0,-0.220439,-0.081702,8115,0
5,-2.611139,-4.81443,0,-0.220439,-0.081702,8116,0
6,-2.605273,-4.793948,0,-0.220439,-0.081702,8117,0
7,-2.605273,-4.791022,0,-0.220439,-0.081702,8118,1
8,-2.605273,-4.788096,0,-0.220439,-0.081702,8119,1
9,-2.605273,-4.796874,0,-0.220439,-0.081702,8120,1
10,-2.605273,-4.808578,0,-0.220439,-0.081702,8120,1
11,-2.602339,-4.820281,0,-0.220439,-0.081702,8120,1
12,-2.599406,-4.829059,0,-0.220439,-0.081702,8120,1
13,-2.596473,-4.83491,0,-0.220439,-0.081702,8121,1
14,-2.596473,-4.837836,0,-0.220439,-0.081702,8123,1
15,-2.602339,-4.837836,0,-0.220439,-0.081702,8125,1
16,-2.608206,-4.837836,0,-0.220439,-0.081702,8126,1
17,-2.614072,-4.831985,0,-0.220439,-0.081702,8126,1
18,-2.614072,-4.826133,0,-0.220439,-0.081702,8126,1
19,-2.622871,-4.817356,0,-0.220439,-0.081702,8124,1
20,-2.628737,-4.808578,0,-0.220439,-0.081702,8122,1
21,-2.63167,-4.805652,0,-0.220439,-0.081702,8122,1
22,-2.63167,-4.805652,0,-0.220439,-0.081702,8125,1
23,-2.63167,-4.817356,0,-0.220439,-0.081702,8127,1
24,-2.640469,-4.829059,0,-0.220439,-0.081702,8126,1
25,-2.643402,-4.849539,0,-0.220439,-0.081702,8126,1
26,-2.646335,-4.858315,0,-0.220439,-0.081702,8124,1
27,-2.649268,-4.85539,0,-0.220439,-0.081702,8123,1
28,-2.652201,-4.843687,0,-0.220439,-0.081702,8122,1
29,-2.655134,-4.831985,0,-0.220439,-0.081702,8123,1
30,-2.655134,-4.83491,0,-0.220439,-0.081702,8124,1
31,-2.655134,-4.831985,0,-0.220439,-0.081702,8124,1
32,-2.658067,-4.823207,0,-0.220439,-0.081702,8124,1
33,-2.663932,-4.81443,0,-0.220439,-0.081702,8123,1
34,-2.663932,-4.808578,0,-0.220439,-0.081702,8123,1
35,-2.663932,-4.811504,0,-0.220439,-0.081702,8123,1
36,-2.666865,-4.811504,0,-0.220439,-0.081702,8124,1
37,-2.675664,-4.808578,0,-0.220439,-0.081702,8125,1
38,-2.690327,-4.802726,0,-0.220439,-0.081702,8126,1
39,-2.702058,-4.7998,0,-0.220439,-0.081702,8127,1
40,-2.704991,-4.802726,0,-0.220439,-0.081702,8124,1
41,-2.702058,-4.808578,0,-0.220439,-0.081702,8120,1
42,-2.690327,-4.81443,0,-0.220439,-0.081702,8117,1
43,-2.681529,-4.81443,0,-0.220439,-0.081702,8117,1
44,-2.678596,-4.811504,0,-0.220439,-0.081702,8118,1
45,-2.681529,-4.81443,0,-0.220439,-0.081702,8120,1
46,-2.687395,-4.808578,0,-0.220439,-0.081702,8123,1
47,-2.690327,-4.802726,0,-0.220439,-0.081702,8125,1
48,-2.69326,-4.7998,0,-0.220439,-0.081702,8128,1
49,-2.696193,-4.7998,0,-0.220439,-0.081702,8131,1
50,-2.699126,-4.796874,0,-0.220439,-0.081702,8132,1
51,-2.702058,-4.796874,0,-0.220439,-0.081702,8131,1
52,-2.702058,-4.796874,0,-0.220439,-0.081702,8127,1
53,-2.702058,-4.802726,0,-0.220439,-0.081702,8124,1
54,-2.710856,-4.805652,0,-0.220439,-0.081702,8122,1
55,-2.722587,-4.788096,0,-0.220439,-0.081702,8122,1
56,-2.725519,-4.770539,0,-0.220439,-0.081702,8121,1
57,-2.722587,-4.752981,0,-0.220439,-0.081702,8121,1
58,-2.716721,-4.755907,0,-0.220439,-0.081702,8126,1
59,-2.719654,-4.755907,0,-0.220439,-0.081702,8132,1
60,-2.731384,-4.755907,0,-0.220439,-0.081702,8135,1
61,-2.737249,-4.755907,0,-0.220439,-0.081702,8134,1
62,-2.743114,-4.758833,0,-0.220439,-0.081702,8135,1
63,-2.746047,-4.76176,0,-0.220439,-0.081702,8137,1
64,-2.740182,-4.764686,0,-0.220439,-0.081702,8139,1
65,-2.734317,-4.773465,0,-0.220439,-0.081702,8139,1
66,-2.728452,-4.782244,0,-0.220439,-0.081702,8140,1
67,-2.728452,-4.791022,0,-0.220439,-0.081702,8140,1
68,-2.728452,-4.791022,0,-0.220439,-0.081702,8140,1
69,-2.725519,-4.791022,0,-0.220439,-0.081702,8138,1
70,-2.725519,-4.78517,0,-0.220439,-0.081702,8136,1
71,-2.722587,-4.779317,0,-0.220439,-0.081702,8135,1
72,-2.719654,-4.776391,0,-0.220439,-0.081702,8136,1
73,-2.716721,-4.78517,0,-0.220439,-0.081702,8137,1
74,-2.713789,-4.788096,0,-0.220439,-0.081702,8136,1
75,-2.713789,-4.78517,0,-0.220439,-0.081702,8136,1
76,-2.713789,-4.776391,0,-0.220439,-0.081702,8136,1
77,-2.707924,-4.764686,0,-0.220439,-0.081702,8136,1
78,-2.699126,-4.76176,0,-0.220439,-0.081702,8138,1
79,-2.690327,-4.764686,0,-0.220439,-0.081702,8140,1
80,-2.69326,-4.752981,0,-0.220439,-0.081702,8139,1
81,-2.69326,-4.738348,0,-0.220439,-0.081702,8137,1
82,-2.690327,-4.723715,0,-0.220439,-0.081702,8136,1
83,-2.690327,-4.720789,0,-0.220439,-0.081702,8137,1
84,-2.687395,-4.726642,0,-0.220439,-0.081702,8140,1
85,-2.687395,-4.732495,0,-0.220439,-0.081702,8142,1
86,-2.678596,-4.741275,0,-0.220439,-0.081702,8144,1
87,-2.666865,-4.747128,0,-0.220439,-0.081702,8145,1
88,-2.655134,-4.747128,0,-0.220439,-0.081702,8145,1
89,-2.640469,-4.758833,0,-0.220439,-0.081702,8145,1
90,-2.634603,-4.767612,0,-0.220439,-0.081702,8145,1
91,-2.63167,-4.779317,0,-0.220439,-0.081702,8146,1
92,-2.63167,-4.779317,0,-0.220439,-0.081702,8146,1
93,-2.63167,-4.782244,0,-0.220439,-0.081702,8147,1
94,-2.637536,-4.78517,0,-0.220439,-0.081702,8148,1
95,-2.643402,-4.78517,0,-0.220439,-0.081702,8148,1
96,-2.649268,-4.788096,0,-0.220439,-0.081702,8148,1
97,-2.649268,-4.791022,0,-0.220439,-0.081702,8148,1
98,-2.640469,-4.793948,0,-0.220439,-0.081702,8149,1
99,-2.634603,-4.78517,0,-0.220439,-0.081702,8153,1
100,-2.628737,-4.773465,0,-0.220439,-0.081702,8157,1
101,-2.63167,-4.770539,0,-0.220439,-0.081702,8157,1
102,-2.63167,-4.776391,0,-0.220439,-0.081702,8155,1
103,-2.628737,-4.779317,0,-0.220439,-0.081702,8153,1
104,-2.628737,-4.776391,0,-0.220439,-0.081702,8153,1
105,-2.628737,-4.776391,0,-0.220439,-0.081702,8154,1
106,-2.625804,-4.776391,0,-0.220439,-0.081702,8157,1
107,-2.628737,-4.776391,0,-0.220439,-0.081702,8160,1
108,-2.634603,-4.773465,0,-0.220439,-0.081702,8160,1
109,-2.634603,-4.779317,0,-0.220439,-0.081702,8160,1
110,-2.634603,-4.788096,0,-0.220439,-0.081702,8159,1
111,-2.634603,-4.796874,0,-0.220439,-0.081702,8159,1
112,-2.634603,-4.796874,0,-0.220439,-0.081702,8159,1
113,-2.63167,-4.802726,0,-0.220439,-0.081702,8160,1
114,-2.63167,-4.805652,0,-0.220439,-0.081702,8160,1
115,-2.63167,-4.808578,0,-0.220439,-0.081702,8160,1
116,-2.63167,-4.805652,0,-0.220439,-0.081702,8160,1
117,-2.634603,-4.805652,0,-0.220439,-0.081702,8159,1
118,-2.643402,-4.802726,0,-0.220439,-0.081702,8158,1
119,-2.652201,-4.802726,0,-0.220439,-0.081702,8159,1
120,-2.655134,-4.805652,0,-0.220439,-0.081702,8162,1
121,-2.646335,-4.808578,0,-0.220439,-0.081702,8164,1
122,-2.637536,-4.808578,0,-0.220439,-0.081702,8165,1
123,-2.628737,-4.811504,0,-0.220439,-0.081702,8164,1
124,-2.628737,-4.811504,0,-0.220439,-0.081702,8164,1
125,-2.63167,-4.81443,0,-0.220439,-0.081702,8163,1
126,-2.634603,-4.81443,0,-0.220439,-0.081702,8163,1
127,-2.643402,-4.805652,0,-0.220439,-0.081702,8162,1
128,-2.643402,-4.7998,0,-0.220439,-0.081702,8163,1
129,-2.646335,-4.793948,0,-0.220439,-0.081702,8164,1
130,-2.646335,-4.791022,0,-0.220439,-0.081702,8165,1
131,-2.649268,-4.7998,0,-0.220439,-0.081702,8167,1
132,-2.652201,-4.808578,0,-0.220439,-0.081702,8168,1
133,-2.655134,-4.820281,0,-0.220439,-0.081702,8170,1
134,-2.658067,-4.820281,0,-0.220439,-0.081702,8169,1
135,-2.658067,-4.811504,0,-0.220439,-0.081702,8168,1
136,-2.660999,-4.805652,0,-0.220439,-0.081702,8166,1
137,-2.666865,-4.793948,0,-0.220439,-0.081702,8164,1
138,-2.669798,-4.791022,0,-0.220439,-0.081702,8166,1
139,-2.672731,-4.78517,0,-0.220439,-0.081702,8168,1
140,-2.672731,-4.782244,0,-0.220439,-0.081702,8171,1
141,-2.675664,-4.78517,0,-0.220439,-0.081702,8171,1
142,-2.681529,-4.791022,0,-0.220439,-0.081702,8172,1
143,-2.690327,-4.796874,0,-0.220439,-0.081702,8172,1
144,-2.699126,-4.793948,0,-0.220439,-0.081702,8171,1
145,-2.699126,-4.791022,0,-0.220439,-0.081702,8170,1
146,-2.702058,-4.782244,0,-0.220439,-0.081702,8169,1
147,-2.704991,-4.776391,0,-0.220439,-0.081702,8168,1
148,-2.707924,-4.773465,0,-0.220439,-0.081702,8169,1
149,-2.713789,-4.773465,0,-0.220439,-0.081702,8171,1
150,-2.719654,-4.782244,0,-0.220439,-0.081702,8172,1
151,-2.725519,-4.788096,0,-0.220439,-0.081702,8172,1
152,-2.725519,-4.793948,0,-0.220439,-0.081702,8171,1
153,-2.728452,-4.791022,0,-0.220439,-0.081702,8171,1
154,-2.731384,-4.78517,0,-0.220439,-0.081702,8171,1
155,-2.737249,-4.776391,0,-0.220439,-0.081702,8171,1
156,-2.740182,-4.773465,0,-0.220439,-0.081702,8171,1
157,-2.743114,-4.767612,0,-0.220439,-0.081702,8171,1
158,-2.740182,-4.76176,0,-0.220439,-0.081702,8171,1
159,-2.740182,-4.755907,0,-0.220439,-0.081702,8170,1
160,-2.743114,-4.750054,0,-0.220439,-0.081702,8168,1
161,-2.751911,-4.747128,0,-0.220439,-0.081702,8168,1
162,-2.760709,-4.750054,0,-0.220439,-0.081702,8169,1
163,-2.760709,-4.752981,0,-0.220439,-0.081702,8169,1
164,-2.760709,-4.755907,0,-0.220439,-0.081702,8169,1
165,-2.760709,-4.76176,0,-0.220439,-0.081702,8169,1
166,-2.760709,-4.764686,0,-0.220439,-0.081702,8169,1
167,-2.760709,-4.76176,0,-0.220439,-0.081702,8171,1
168,-2.763641,-4.755907,0,-0.220439,-0.081702,8174,1
169,-2.763641,-4.750054,0,-0.220439,-0.081702,8174,1
170,-2.766573,-4.750054,0,-0.220439,-0.081702,8172,1
171,-2.766573,-4.752981,0,-0.220439,-0.081702,8173,1
172,-2.766573,-4.755907,0,-0.220439,-0.081702,8175,1
173,-2.763641,-4.758833,0,-0.220439,-0.081702,8178,1
174,-2.751911,-4.770539,0,-0.220439,-0.081702,8175,1
175,-2.737249,-4.78517,0,-0.220439,-0.081702,8172,1
176,-2.728452,-4.796874,0,-0.220439,-0.081702,8169,1
177,-2.731384,-4.7998,0,-0.220439,-0.081702,8169,1
178,-2.728452,-4.796874,0,-0.220439,-0.081702,8169,1
179,-2.731384,-4.793948,0,-0.220439,-0.081702,8171,1
180,-2.734317,-4.788096,0,-0.220439,-0.081702,8172,1
181,-2.740182,-4.779317,0,-0.220439,-0.081702,8173,1
182,-2.740182,-4.770539,0,-0.220439,-0.081702,8172,1
183,-2.734317,-4.764686,0,-0.220439,-0.081702,8172,1
184,-2.725519,-4.764686,0,-0.220439,-0.081702,8172,1
185,-2.725519,-4.76176,0,-0.220439,-0.081702,8172,1
186,-2.725519,-4.76176,0,-0.220439,-0.081702,8171,1
187,-2.722587,-4.76176,0,-0.220439,-0.081702,8170,1
188,-2.722587,-4.758833,0,-0.220439,-0.081702,8170,1
189,-2.722587,-4.755907,0,-0.220439,-0.081702,8171,1
190,-2.722587,-4.752981,0,-0.220439,-0.081702,8172,1
191,-2.722587,-4.752981,0,-0.220439,-0.081702,8173,1
192,-2.716721,-4.752981,0,-0.220439,-0.081702,8173,1
193,-2.710856,-4.752981,0,-0.220439,-0.081702,8172,1
194,-2.704991,-4.750054,0,-0.220439,-0.081702,8172,1
195,-2.710856,-4.747128,0,-0.220439,-0.081702,8174,1
196,-2.716721,-4.747128,0,-0.220439,-0.081702,8175,1
197,-2.722587,-4.747128,0,-0.220439,-0.081702,8174,1
198,-2.719654,-4.747128,0,-0.220439,-0.081702,8172,1
199,-2.710856,-4.747128,0,-0.220439,-0.081702,8172,1
200,-2.699126,-4.750054,0,-0.220439,-0.081702,8173,1
201,-2.696193,-4.750054,0,-0.220439,-0.081702,8175,1
202,-2.696193,-4.744201,0,-0.220439,-0.081702,8176,1
203,-2.699126,-4.741275,0,-0.220439,-0.081702,8176,1
204,-2.704991,-4.735422,0,-0.220439,-0.081702,8175,1
205,-2.707924,-4.735422,0,-0.220439,-0.081702,8174,1
206,-2.713789,-4.732495,0,-0.220439,-0.081702,8174,1
207,-2.713789,-4.732495,0,-0.220439,-0.081702,8174,1
208,-2.716721,-4.732495,0,-0.220439,-0.081702,8174,1
209,-2.719654,-4.732495,0,-0.220439,-0.081702,8173,1
210,-2.722587,-4.729569,0,-0.220439,-0.081702,8173,1
211,-2.725519,-4.726642,0,-0.220439,-0.081702,8175,1
212,-2.728452,-4.729569,0,-0.220439,-0.081702,8177,1
213,-2.725519,-4.732495,0,-0.220439,-0.081702,8179,1
214,-2.722587,-4.732495,0,-0.220439,-0.081702,8179,1
215,-2.722587,-4.732495,0,-0.220439,-0.081702,8181,1
216,-2.725519,-4.735422,0,-0.220439,-0.081702,8184,1
217,-2.725519,-4.741275,0,-0.220439,-0.081702,8186,1
218,-2.722587,-4.744201,0,-0.220439,-0.081702,8188,1
219,-2.722587,-4.747128,0,-0.220439,-0.081702,8189,1
220,-2.722587,-4.750054,0,-0.220439,-0.081702,8189,1
221,-2.725519,-4.747128,0,-0.220439,-0.081702,8188,1
222,-2.728452,-4.747128,0,-0.220439,-0.081702,8187,1
223,-2.731384,-4.744201,0,-0.220439,-0.081702,8186,1
224,-2.734317,-4.741275,0,-0.220439,-0.081702,8186,1
225,-2.728452,-4.738348,0,-0.220439,-0.081702,8185,1
226,-2.716721,-4.738348,0,-0.220439,-0.081702,8185,1
227,-2.707924,-4.744201,0,-0.220439,-0.081702,8185,1
228,-2.704991,-4.747128,0,-0.220439,-0.081702,8188,1
229,-2.702058,-4.758833,0,-0.220439,-0.081702,8190,1
230,-2.699126,-4.764686,0,-0.220439,-0.081702,8193,1
231,-2.699126,-4.767612,0,-0.220439,-0.081702,8193,1
232,-2.699126,-4.767612,0,-0.220439,-0.081702,8193,1
233,-2.699126,-4.764686,0,-0.220439,-0.081702,8193,1
234,-2.699126,-4.764686,0,-0.220439,-0.081702,8192,1
235,-2.699126,-4.76176,0,-0.220439,-0.081702,8192,1
236,-2.69326,-4.758833,0,-0.220439,-0.081702,8192,1
237,-2.684462,-4.755907,0,-0.220439,-0.081702,8191,1
238,-2.675664,-4.755907,0,-0.220439,-0.081702,8191,1
239,-2.678596,-4.744201,0,-0.220439,-0.081702,8191,1
240,-2.684462,-4.732495,0,-0.220439,-0.081702,8191,1
241,-2.687395,-4.726642,0,-0.220439,-0.081702,8189,1
242,-2.687395,-4.729569,0,-0.220439,-0.081702,8190,1
243,-2.687395,-4.747128,0,-0.220439,-0.081702,8192,1
244,-2.681529,-4.758833,0,-0.220439,-0.081702,8196,1
245,-2.672731,-4.773465,0,-0.220439,-0.081702,8197,1
246,-2.663932,-4.776391,0,-0.220439,-0.081702,8197,1
247,-2.666865,-4.770539,0,-0.220439,-0.081702,8196,1
248,-2.666865,-4.764686,0,-0.220439,-0.081702,8196,1
249,-2.663932,-4.76176,0,-0.220439,-0.081702,8196,1
250,-2.652201,-4.758833,0,-0.220439,-0.081702,8196,1
251,-2.637536,-4.755907,0,-0.220439,-0.081702,8196,1
252,-2.628737,-4.752981,0,-0.220439,-0.081702,8195,1
253,-2.628737,-4.752981,0,-0.220439,-0.081702,8192,1
254,-2.634603,-4.752981,0,-0.220439,-0.081702,8190,1
255,-2.640469,-4.752981,0,-0.220439,-0.081702,8189,1
256,-2.640469,-4.747128,0,-0.220439,-0.081702,8189,1
257,-2.643402,-4.741275,0,-0.220439,-0.081702,8189,1
258,-2.646335,-4.729569,0,-0.220439,-0.081702,8189,1
259,-2.646335,-4.726642,0,-0.220439,-0.081702,8190,1
260,-2.646335,-4.723715,0,-0.220439,-0.081702,8191,1
261,-2.649268,-4.726642,0,-0.220439,-0.081702,8192,1
262,-2.649268,-4.732495,0,-0.220439,-0.081702,8192,1
263,-2.649268,-4.732495,0,-0.220439,-0.081702,8192,1
264,-2.649268,-4.732495,0,-0.220439,-0.081702,8191,1
265,-2.643402,-4.729569,0,-0.220439,-0.081702,8191,1
266,-2.643402,-4.732495,0,-0.220439,-0.081702,8191,1
267,-2.640469,-4.732495,0,-0.220439,-0.081702,8190,1
268,-2.643402,-4.735422,0,-0.220439,-0.081702,8190,1
269,-2.643402,-4.735422,0,-0.220439,-0.081702,8190,1
270,-2.643402,-4.735422,0,-0.220439,-0.081702,8192,1
271,-2.652201,-4.735422,0,-0.220439,-0.081702,8195,1
272,-2.660999,-4.738348,0,-0.220439,-0.081702,8196,1
273,-2.669798,-4.738348,0,-0.220439,-0.081702,8195,1
274,-2.666865,-4.741275,0,-0.220439,-0.081702,8194,1
275,-2.666865,-4.744201,0,-0.220439,-0.081702,8193,1
276,-2.666865,-4.744201,0,-0.220439,-0.081702,8193,1
277,-2.666865,-4.744201,0,-0.220439,-0.081702,8193,1
278,-2.666865,-4.744201,0,-0.220439,-0.081702,8192,1
