n,x,y,val,xT,yT,dP,lab
0,1.025671,-3.618744,0,-0.220439,-0.081702,2614,0
1,1.025671,-3.615809,0,-0.220439,-0.081702,2614,0
2,1.034486,-3.615809,0,-0.220439,-0.081702,2613,0
3,1.049177,-3.609939,0,-0.220439,-0.081702,2612,0
4,1.06093,-3.601134,0,-0.220439,-0.081702,2612,0
5,1.057991,-3.601134,0,-0.220439,-0.081702,2612,0
6,1.052115,-3.607004,0,-0.220439,-0.081702,2613,0
7,1.055053,-3.615809,0,-0.220439,-0.081702,2614,1
8,1.057991,-3.615809,0,-0.220439,-0.081702,2615,1
9,1.063868,-3.618744,0,-0.220439,-0.081702,2615,1
10,1.07562,-3.601134,0,-0.220439,-0.081702,2615,1
11,1.084435,-3.580589,0,-0.220439,-0.081702,2615,1
12,1.078559,-3.560042,0,-0.220439,-0.081702,2615,1
13,1.066806,-3.562978,0,-0.220439,-0.081702,2616,1
14,1.057991,-3.562978,0,-0.220439,-0.081702,2616,1
15,1.063868,-3.560042,0,-0.220439,-0.081702,2616,1
16,1.069744,-3.568848,0,-0.220439,-0.081702,2615,1
17,1.069744,-3.580589,0,-0.220439,-0.081702,2614,1
18,1.06093,-3.586459,0,-0.220439,-0.081702,2614,1
19,1.052115,-3.577654,0,-0.220439,-0.081702,2613,1
20,1.0433,-3.571783,0,-0.220439,-0.081702,2614,1
21,1.0433,-3.574719,0,-0.220439,-0.081702,2615,1
22,1.040362,-3.574719,0,-0.220439,-0.081702,2615,1
23,1.037424,-3.574719,0,-0.220439,-0.081702,2615,1
24,1.022733,-3.574719,0,-0.220439,-0.081702,2614,1
25,1.013918,-3.574719,0,-0.220439,-0.081702,2614,1
26,1.031547,-3.580589,0,-0.220439,-0.081702,2613,1
27,1.06093,-3.589394,0,-0.220439,-0.081702,2611,1
28,1.07562,-3.589394,0,-0.220439,-0.081702,2612,1
29,1.063868,-3.583524,0,-0.220439,-0.081702,2614,1
30,1.069744,-3.574719,0,-0.220439,-0.081702,2616,1
31,1.087373,-3.571783,0,-0.220439,-0.081702,2616,1
32,1.081497,-3.568848,0,-0.220439,-0.081702,2616,1
33,1.06093,-3.565913,0,-0.220439,-0.081702,2616,1
34,1.040362,-3.562978,0,-0.220439,-0.081702,2616,1
35,1.0433,-3.560042,0,-0.220439,-0.081702,2617,1
36,1.049177,-3.557107,0,-0.220439,-0.081702,2618,1
37,1.052115,-3.554172,0,-0.220439,-0.081702,2618,1
38,1.055053,-3.554172,0,-0.220439,-0.081702,2617,1
39,1.055053,-3.554172,0,-0.220439,-0.081702,2616,1
40,1.055053,-3.557107,0,-0.220439,-0.081702,2615,1
41,1.057991,-3.560042,0,-0.220439,-0.081702,2615,1
42,1.06093,-3.557107,0,-0.220439,-0.081702,2616,1
43,1.063868,-3.551236,0,-0.220439,-0.081702,2617,1
44,1.055053,-3.551236,0,-0.220439,-0.081702,2617,1
45,1.049177,-3.551236,0,-0.220439,-0.081702,2617,1
46,1.055053,-3.560042,0,-0.220439,-0.081702,2617,1
47,1.066806,-3.568848,0,-0.220439,-0.081702,2617,1
48,1.081497,-3.574719,0,-0.220439,-0.081702,2617,1
49,1.084435,-3.574719,0,-0.220439,-0.081702,2617,1
50,1.072682,-3.574719,0,-0.220439,-0.081702,2618,1
51,1.052115,-3.574719,0,-0.220439,-0.081702,2619,1
52,1.034486,-3.574719,0,-0.220439,-0.081702,2620,1
53,1.040362,-3.557107,0,-0.220439,-0.081702,2620,1
54,1.049177,-3.54243,0,-0.220439,-0.081702,2619,1
55,1.06093,-3.548301,0,-0.220439,-0.081702,2619,1
56,1.06093,-3.571783,0,-0.220439,-0.081702,2619,1
57,1.06093,-3.586459,0,-0.220439,-0.081702,2619,1
58,1.063868,-3.577654,0,-0.220439,-0.081702,2619,1
59,1.069744,-3.568848,0,-0.220439,-0.081702,2620,1
60,1.07562,-3.571783,0,-0.220439,-0.081702,2620,1
61,1.07562,-3.574719,0,-0.220439,-0.081702,2621,1
62,1.07562,-3.571783,0,-0.220439,-0.081702,2622,1
63,1.072682,-3.565913,0,-0.220439,-0.081702,2622,1
64,1.066806,-3.560042,0,-0.220439,-0.081702,2622,1
65,1.06093,-3.562978,0,-0.220439,-0.081702,2622,1
66,1.06093,-3.565913,0,-0.220439,-0.081702,2622,1
67,1.057991,-3.565913,0,-0.220439,-0.081702,2621,1
68,1.055053,-3.562978,0,-0.220439,-0.081702,2619,1
69,1.052115,-3.560042,0,-0.220439,-0.081702,2618,1
70,1.052115,-3.562978,0,-0.220439,-0.081702,2619,1
71,1.052115,-3.568848,0,-0.220439,-0.081702,2619,1
72,1.055053,-3.571783,0,-0.220439,-0.081702,2622,1
73,1.066806,-3.574719,0,-0.220439,-0.081702,2624,1
74,1.07562,-3.574719,0,-0.220439,-0.081702,2624,1
75,1.084435,-3.574719,0,-0.220439,-0.081702,2623,1
