n,x,y,val,dP,lab,xT,yT
0,-15.709741,4.470602,0,4680,0,NaN,NaN
1,-15.707017,4.464744,0,4680,0,NaN,NaN
2,-15.709741,4.458887,0,4680,0,NaN,NaN
3,-15.715188,4.455958,0,4681,0,NaN,NaN
4,-15.720635,4.453029,0,4682,0,NaN,NaN
5,-15.720635,4.4501,0,4682,0,NaN,NaN
6,-15.715188,4.4501,0,4682,0,NaN,NaN
7,-15.709741,4.447171,0,4682,1,NaN,NaN
8,-15.704294,4.444242,0,4682,1,NaN,NaN
9,-15.70157,4.444242,0,4682,1,NaN,NaN
10,-15.696122,4.444242,0,4683,1,NaN,NaN
11,-15.693398,4.447171,0,4684,1,NaN,NaN
12,-15.690673,4.447171,0,4685,1,NaN,NaN
13,-15.690673,4.441313,0,4685,1,NaN,NaN
14,-15.685225,4.426668,0,4685,1,NaN,NaN
15,-15.6825,4.414952,0,4685,1,NaN,NaN
16,-15.679776,4.406164,0,4686,1,NaN,NaN
17,-15.679776,4.406164,0,4688,1,NaN,NaN
18,-15.679776,4.403235,0,4691,1,NaN,NaN
19,-15.677051,4.403235,0,4694,1,NaN,NaN
20,-15.674327,4.403235,0,4695,1,NaN,NaN
21,-15.674327,4.397376,0,4694,1,NaN,NaN
22,-15.671602,4.397376,0,4693,1,NaN,NaN
23,-15.671602,4.403235,0,4693,1,NaN,NaN
24,-15.666152,4.409093,0,4692,1,NaN,NaN
25,-15.660702,4.412022,0,4691,1,NaN,NaN
26,-15.657977,4.409093,0,4690,1,NaN,NaN
27,-15.660702,4.414952,0,4690,1,NaN,NaN
28,-15.666152,4.423739,0,4690,1,NaN,NaN
29,-15.671602,4.432526,0,4690,1,NaN,NaN
30,-15.671602,4.432526,0,4690,1,NaN,NaN
31,-15.671602,4.432526,0,4691,1,NaN,NaN
32,-15.671602,4.435455,0,4692,1,NaN,NaN
33,-15.674327,4.435455,0,4693,1,NaN,NaN
34,-15.677051,4.435455,0,4693,1,NaN,NaN
35,-15.679776,4.432526,0,4693,1,NaN,NaN
36,-15.685225,4.432526,0,4693,1,NaN,NaN
37,-15.687949,4.432526,0,4694,1,NaN,NaN
38,-15.687949,4.432526,0,4695,1,NaN,NaN
39,-15.687949,4.429597,0,4697,1,NaN,NaN
40,-15.687949,4.426668,0,4699,1,NaN,NaN
41,-15.693398,4.423739,0,4700,1,NaN,NaN
42,-15.696122,4.426668,0,4702,1,NaN,NaN
43,-15.70157,4.429597,0,4703,1,NaN,NaN
44,-15.696122,4.447171,0,4704,1,NaN,NaN
45,-15.693398,4.461816,0,4702,1,NaN,NaN
46,-15.687949,4.476459,0,4702,1,NaN,NaN
47,-15.6825,4.476459,0,4703,1,NaN,NaN
48,-15.679776,4.464744,0,4703,1,NaN,NaN
49,-15.677051,4.453029,0,4703,1,NaN,NaN
50,-15.677051,4.444242,0,4703,1,NaN,NaN
51,-15.674327,4.441313,0,4704,1,NaN,NaN
52,-15.677051,4.432526,0,4707,1,NaN,NaN
53,-15.677051,4.417881,0,4709,1,NaN,NaN
54,-15.671602,4.403235,0,4710,1,NaN,NaN
55,-15.663427,4.397376,0,4711,1,NaN,NaN
56,-15.652527,4.397376,0,4712,1,NaN,NaN
57,-15.652527,4.382729,0,4713,1,NaN,NaN
58,-15.652527,4.365152,0,4714,1,NaN,NaN
59,-15.652527,4.353434,0,4714,1,NaN,NaN
60,-15.649802,4.356363,0,4714,1,NaN,NaN
61,-15.649802,4.362223,0,4715,1,NaN,NaN
62,-15.649802,4.359293,0,4716,1,NaN,NaN
63,-15.652527,4.356363,0,4717,1,NaN,NaN
64,-15.652527,4.356363,0,4717,1,NaN,NaN
65,-15.652527,4.356363,0,4717,1,NaN,NaN
66,-15.649802,4.359293,0,4717,1,NaN,NaN
67,-15.649802,4.362223,0,4717,1,NaN,NaN
68,-15.649802,4.365152,0,4716,1,NaN,NaN
69,-15.652527,4.368082,0,4715,1,NaN,NaN
70,-15.652527,4.373941,0,4716,1,NaN,NaN
71,-15.652527,4.37687,0,4719,1,NaN,NaN
72,-15.657977,4.3798,0,4722,1,NaN,NaN
73,-15.663427,4.382729,0,4725,1,NaN,NaN
74,-15.666152,4.385659,0,4726,1,NaN,NaN
75,-15.663427,4.385659,0,4728,1,NaN,NaN
76,-15.660702,4.382729,0,4729,1,NaN,NaN
77,-15.657977,4.3798,0,4729,1,NaN,NaN
78,-15.657977,4.3798,0,4728,1,NaN,NaN
79,-15.657977,4.3798,0,4728,1,NaN,NaN
80,-15.655252,4.385659,0,4728,1,NaN,NaN
81,-15.655252,4.388588,0,4727,1,NaN,NaN
82,-15.655252,4.394447,0,4728,1,NaN,NaN
83,-15.657977,4.397376,0,4730,1,NaN,NaN
84,-15.660702,4.403235,0,4731,1,NaN,NaN
85,-15.663427,4.400305,0,4732,1,NaN,NaN
86,-15.660702,4.394447,0,4733,1,NaN,NaN
87,-15.660702,4.394447,0,4734,1,NaN,NaN
88,-15.660702,4.394447,0,4733,1,NaN,NaN
89,-15.657977,4.394447,0,4733,1,NaN,NaN
90,-15.652527,4.391517,0,4733,1,NaN,NaN
91,-15.649802,4.388588,0,4732,1,NaN,NaN
92,-15.644351,4.388588,0,4732,1,NaN,NaN
93,-15.644351,4.388588,0,4732,1,NaN,NaN
94,-15.641625,4.388588,0,4733,1,NaN,NaN
95,-15.6389,4.391517,0,4734,1,NaN,NaN
96,-15.636174,4.391517,0,4734,1,NaN,NaN
97,-15.630723,4.388588,0,4734,1,NaN,NaN
98,-15.627997,4.388588,0,4734,1,NaN,NaN
99,-15.625271,4.385659,0,4735,1,NaN,NaN
100,-15.625271,4.382729,0,4736,1,NaN,NaN
101,-15.627997,4.3798,0,4738,1,NaN,NaN
102,-15.627997,4.3798,0,4740,1,NaN,NaN
103,-15.630723,4.382729,0,4742,1,NaN,NaN
104,-15.630723,4.382729,0,4744,1,NaN,NaN
105,-15.627997,4.382729,0,4745,1,NaN,NaN
106,-15.627997,4.382729,0,4748,1,NaN,NaN
107,-15.625271,4.382729,0,4750,1,NaN,NaN
108,-15.622545,4.382729,0,4750,1,NaN,NaN
109,-15.622545,4.382729,0,4751,1,NaN,NaN
110,-15.622545,4.3798,0,4752,1,NaN,NaN
111,-15.625271,4.37687,0,4752,1,NaN,NaN
112,-15.625271,4.3798,0,4753,1,NaN,NaN
113,-15.622545,4.385659,0,4755,1,NaN,NaN
114,-15.619819,4.391517,0,4756,1,NaN,NaN
115,-15.619819,4.394447,0,4757,1,NaN,NaN
116,-15.619819,4.394447,0,4757,1,NaN,NaN
117,-15.619819,4.385659,0,4758,1,NaN,NaN
118,-15.619819,4.37687,0,4758,1,NaN,NaN
119,-15.625271,4.373941,0,4759,1,NaN,NaN
120,-15.630723,4.37687,0,4757,1,NaN,NaN
121,-15.636174,4.382729,0,4756,1,NaN,NaN
122,-15.6389,4.382729,0,4756,1,NaN,NaN
123,-15.6389,4.382729,0,4756,1,NaN,NaN
124,-15.6389,4.37687,0,4757,1,NaN,NaN
125,-15.647076,4.371011,0,4757,1,NaN,NaN
126,-15.655252,4.362223,0,4757,1,NaN,NaN
127,-15.663427,4.365152,0,4756,1,NaN,NaN
128,-15.663427,4.371011,0,4759,1,NaN,NaN
129,-15.663427,4.3798,0,4763,1,NaN,NaN
130,-15.663427,4.3798,0,4767,1,NaN,NaN
131,-15.663427,4.391517,0,4768,1,NaN,NaN
132,-15.663427,4.403235,0,4767,1,NaN,NaN
133,-15.663427,4.412022,0,4766,1,NaN,NaN
134,-15.660702,4.412022,0,4766,1,NaN,NaN
135,-15.657977,4.409093,0,4765,1,NaN,NaN
136,-15.655252,4.406164,0,4765,1,NaN,NaN
137,-15.657977,4.403235,0,4768,1,NaN,NaN
138,-15.657977,4.406164,0,4770,1,NaN,NaN
139,-15.657977,4.409093,0,4771,1,NaN,NaN
140,-15.657977,4.409093,0,4773,1,NaN,NaN
141,-15.660702,4.409093,0,4775,1,NaN,NaN
142,-15.663427,4.409093,0,4777,1,NaN,NaN
143,-15.663427,4.412022,0,4777,1,NaN,NaN
144,-15.663427,4.412022,0,4777,1,NaN,NaN
145,-15.668877,4.414952,0,4778,1,NaN,NaN
146,-15.671602,4.414952,0,4780,1,NaN,NaN
147,-15.674327,4.414952,0,4781,1,NaN,NaN
148,-15.674327,4.414952,0,4780,1,NaN,NaN
149,-15.674327,4.414952,0,4781,1,NaN,NaN
150,-15.677051,4.414952,0,4781,1,NaN,NaN
151,-15.677051,4.406164,0,4783,1,NaN,NaN
152,-15.679776,4.397376,0,4785,1,NaN,NaN
153,-15.679776,4.391517,0,4787,1,NaN,NaN
154,-15.677051,4.391517,0,4788,1,NaN,NaN
155,-15.677051,4.394447,0,4789,1,NaN,NaN
156,-15.677051,4.394447,0,4789,1,NaN,NaN
157,-15.677051,4.394447,0,4788,1,NaN,NaN
158,-15.677051,4.397376,0,4787,1,NaN,NaN
159,-15.677051,4.397376,0,4788,1,NaN,NaN
160,-15.674327,4.400305,0,4788,1,NaN,NaN
161,-15.677051,4.400305,0,4788,1,NaN,NaN
162,-15.685225,4.400305,0,4789,1,NaN,NaN
163,-15.690673,4.397376,0,4790,1,NaN,NaN
164,-15.693398,4.397376,0,4791,1,NaN,NaN
165,-15.693398,4.397376,0,4792,1,NaN,NaN
166,-15.690673,4.400305,0,4793,1,NaN,NaN
167,-15.690673,4.400305,0,4794,1,NaN,NaN
168,-15.687949,4.400305,0,4796,1,NaN,NaN
169,-15.687949,4.397376,0,4794,1,NaN,NaN
170,-15.687949,4.397376,0,4793,1,NaN,NaN
171,-15.687949,4.406164,0,4792,1,NaN,NaN
172,-15.685225,4.414952,0,4791,1,NaN,NaN
173,-15.679776,4.42081,0,4792,1,NaN,NaN
174,-15.674327,4.409093,0,4794,1,NaN,NaN
175,-15.674327,4.397376,0,4797,1,NaN,NaN
176,-15.671602,4.385659,0,4801,1,NaN,NaN
177,-15.671602,4.385659,0,4804,1,NaN,NaN
178,-15.671602,4.391517,0,4805,1,NaN,NaN
179,-15.671602,4.400305,0,4805,1,NaN,NaN
180,-15.671602,4.400305,0,4805,1,NaN,NaN
181,-15.677051,4.388588,0,4805,1,NaN,NaN
182,-15.679776,4.37687,0,4806,1,NaN,NaN
183,-15.6825,4.371011,0,4806,1,NaN,NaN
184,-15.679776,4.37687,0,4807,1,NaN,NaN
185,-15.679776,4.382729,0,4808,1,NaN,NaN
186,-15.677051,4.388588,0,4809,1,NaN,NaN
187,-15.677051,4.388588,0,4810,1,NaN,NaN
188,-15.677051,4.385659,0,4810,1,NaN,NaN
189,-15.679776,4.382729,0,4812,1,NaN,NaN
190,-15.6825,4.371011,0,4814,1,NaN,NaN
191,-15.687949,4.365152,0,4815,1,NaN,NaN
192,-15.693398,4.362223,0,4816,1,NaN,NaN
193,-15.693398,4.365152,0,4816,1,NaN,NaN
194,-15.696122,4.368082,0,4817,1,NaN,NaN
195,-15.696122,4.371011,0,4816,1,NaN,NaN
196,-15.698846,4.37687,0,4814,1,NaN,NaN
197,-15.698846,4.3798,0,4812,1,NaN,NaN
198,-15.70157,4.385659,0,4813,1,NaN,NaN
199,-15.704294,4.391517,0,4813,1,NaN,NaN
200,-15.707017,4.400305,0,4813,1,NaN,NaN
201,-15.709741,4.414952,0,4813,1,NaN,NaN
202,-15.709741,4.423739,0,4812,1,NaN,NaN
203,-15.707017,4.429597,0,4810,1,NaN,NaN
204,-15.696122,4.435455,0,4810,2,NaN,NaN
205,-15.679776,4.441313,0,4811,2,NaN,NaN
206,-15.657977,4.447171,0,4812,2,NaN,NaN
207,-15.627997,4.4501,0,4815,2,NaN,NaN
208,-15.573464,4.453029,0,4820,2,NaN,NaN
209,-15.486152,4.461816,0,4826,2,NaN,NaN
210,-15.365978,4.485245,0,4830,2,NaN,NaN
211,-15.229247,4.520387,0,4836,2,NaN,NaN
212,-15.078639,4.567237,0,4840,2,NaN,NaN
213,-14.93056,4.619937,0,4842,2,NaN,NaN
214,-14.776782,4.666774,0,4840,2,NaN,NaN
215,-14.644798,4.716532,0,4841,2,NaN,NaN
216,-14.526428,4.754577,0,4843,2,NaN,NaN
217,-14.40793,4.807248,0,4849,2,NaN,NaN
218,-14.294827,4.862836,0,4856,2,NaN,NaN
219,-14.176084,4.944739,0,4865,2,NaN,NaN
220,-14.082106,5.014926,0,4874,2,NaN,NaN
221,-13.99912,5.090944,0,4878,2,NaN,NaN
222,-13.935457,5.149408,0,4880,2,NaN,NaN
223,-13.885609,5.231238,0,4878,2,NaN,NaN
224,-13.846823,5.301362,0,4875,2,NaN,NaN
225,-13.819112,5.359786,0,4871,2,NaN,NaN
226,-13.791393,5.397756,0,4868,1,NaN,NaN
227,-13.763668,5.450321,0,4864,1,NaN,NaN
228,-13.724842,5.494119,0,4859,1,NaN,NaN
229,-13.686003,5.523314,0,4857,1,NaN,NaN
230,-13.6416,5.534991,0,4855,1,NaN,NaN
231,-13.61384,5.543749,0,4854,1,NaN,NaN
232,-13.599957,5.543749,0,4852,1,NaN,NaN
233,-13.597181,5.534991,0,4852,1,NaN,NaN
234,-13.599957,5.526233,0,4853,1,NaN,NaN
235,-13.605511,5.502878,0,4854,1,NaN,NaN
236,-13.608287,5.48828,0,4853,1,NaN,NaN
237,-13.616616,5.473681,0,4852,1,NaN,NaN
238,-13.627721,5.453241,0,4852,1,NaN,NaN
239,-13.644376,5.4328,0,4853,1,NaN,NaN
240,-13.666579,5.409438,0,4855,1,NaN,NaN
241,-13.688778,5.397756,0,4856,1,NaN,NaN
242,-13.699876,5.388994,0,4856,1,NaN,NaN
243,-13.699876,5.386073,0,4856,1,NaN,NaN
244,-13.708199,5.386073,0,4856,1,NaN,NaN
245,-13.716521,5.383153,0,4856,1,NaN,NaN
246,-13.722069,5.380232,0,4857,1,NaN,NaN
247,-13.722069,5.37439,0,4858,1,NaN,NaN
248,-13.724842,5.37439,0,4860,1,NaN,NaN
249,-13.727616,5.368549,0,4860,1,NaN,NaN
250,-13.73039,5.359786,0,4860,1,NaN,NaN
251,-13.733163,5.356865,0,4859,1,NaN,NaN
252,-13.733163,5.359786,0,4859,1,NaN,NaN
253,-13.727616,5.362707,0,4860,1,NaN,NaN
254,-13.722069,5.365628,0,4861,1,NaN,NaN
255,-13.716521,5.365628,0,4859,1,NaN,NaN
256,-13.716521,5.37439,0,4857,1,NaN,NaN
257,-13.713747,5.380232,0,4855,1,NaN,NaN
258,-13.713747,5.380232,0,4856,1,NaN,NaN
259,-13.710973,5.377311,0,4856,1,NaN,NaN
260,-13.705424,5.37439,0,4856,1,NaN,NaN
