n,x,y,val,dP,lab,xT,yT
0,-18.81531,12.877321,0,2600,0,NaN,NaN
1,-18.419366,12.87172,0,2606,0,NaN,NaN
2,-18.037537,12.874521,0,2610,0,NaN,NaN
3,-17.635359,12.874521,0,2615,0,NaN,NaN
4,-17.212608,12.866119,0,2621,0,NaN,NaN
5,-16.828316,12.840912,0,2625,0,NaN,NaN
6,-16.420827,12.798889,0,2632,0,NaN,NaN
7,-16.060491,12.768062,0,2642,0,NaN,NaN
8,-15.652527,12.720407,0,2650,0,NaN,NaN
9,-15.26755,12.692366,0,2656,0,NaN,NaN
10,-14.872919,12.664319,0,2661,0,NaN,NaN
11,-14.474084,12.655904,0,2665,0,NaN,NaN
12,-14.07381,12.630655,0,2667,0,NaN,NaN
13,-13.697102,12.605401,0,2669,0,NaN,NaN
14,-13.347011,12.585755,0,2670,0,NaN,NaN
15,-13.034964,12.585755,0,2672,0,NaN,NaN
16,-12.699753,12.585755,0,2672,0,NaN,NaN
17,-12.374872,12.582948,0,2673,0,NaN,NaN
18,-12.026691,12.54084,0,2673,0,NaN,NaN
19,-11.660692,12.501526,0,2668,0,NaN,NaN
20,-11.285246,12.465009,0,2664,0,NaN,NaN
21,-10.903148,12.445342,0,2659,0,NaN,NaN
22,-10.53427,12.420051,0,2658,0,NaN,NaN
23,-10.158812,12.375078,0,2657,0,NaN,NaN
24,-9.796742,12.324465,0,2656,0,NaN,NaN
25,-9.436739,12.279459,0,2656,0,NaN,NaN
26,-9.104642,12.25695,0,2657,0,NaN,NaN
27,-8.794891,12.234438,0,2657,0,NaN,NaN
28,-8.504748,12.209106,0,2654,0,NaN,NaN
29,-8.234317,12.180955,0,2651,0,NaN,NaN
30,-7.957751,12.180955,0,2648,0,NaN,NaN
31,-7.726993,12.175324,0,2649,0,NaN,NaN
32,-7.498872,12.166877,0,2650,0,NaN,NaN
33,-7.308106,12.161245,0,2651,0,NaN,NaN
34,-7.143222,12.164061,0,2651,0,NaN,NaN
35,-7.021652,12.166877,0,2651,0,NaN,NaN
36,-6.917399,12.169693,0,2651,0,NaN,NaN
37,-6.842077,12.172508,0,2650,0,NaN,NaN
38,-6.795712,12.175324,0,2649,0,NaN,NaN
39,-6.795712,12.178139,0,2648,0,NaN,NaN
40,-6.827589,12.180955,0,2646,0,NaN,NaN
41,-6.888432,12.178139,0,2643,1,NaN,NaN
42,-6.949259,12.172508,0,2638,1,NaN,NaN
43,-7.024548,12.164061,0,2635,1,NaN,NaN
44,-7.073762,12.155613,0,2632,1,NaN,NaN
45,-7.117177,12.158429,0,2628,1,NaN,NaN
46,-7.131647,12.166877,0,2622,1,NaN,NaN
47,-7.137434,12.175324,0,2616,1,NaN,NaN
48,-7.131647,12.200662,0,2611,1,NaN,NaN
49,-7.114283,12.22318,0,2604,1,NaN,NaN
50,-7.082445,12.251323,0,2596,1,NaN,NaN
51,-7.050603,12.25695,0,2589,1,NaN,NaN
52,-7.021652,12.271019,0,2584,1,NaN,NaN
53,-6.989802,12.282272,0,2580,1,NaN,NaN
54,-6.955052,12.293525,0,2574,1,NaN,NaN
55,-6.914503,12.299151,0,2567,1,NaN,NaN
56,-6.879741,12.296338,0,2560,1,NaN,NaN
57,-6.833384,12.287899,0,2555,1,NaN,NaN
58,-6.787018,12.290712,0,2550,1,NaN,NaN
59,-6.737744,12.301964,0,2543,1,NaN,NaN
60,-6.700058,12.313215,0,2538,1,NaN,NaN
61,-6.673964,12.313215,0,2535,1,NaN,NaN
62,-6.656566,12.313215,0,2535,1,NaN,NaN
63,-6.639167,12.313215,0,2533,1,NaN,NaN
64,-6.621767,12.313215,0,2531,1,NaN,NaN
65,-6.610167,12.310402,0,2529,1,NaN,NaN
66,-6.598565,12.30759,0,2528,1,NaN,NaN
67,-6.584063,12.304777,0,2525,1,NaN,NaN
68,-6.578262,12.301964,0,2521,1,NaN,NaN
69,-6.575361,12.299151,0,2515,1,NaN,NaN
70,-6.57246,12.299151,0,2513,1,NaN,NaN
71,-6.56956,12.310402,0,2507,1,NaN,NaN
72,-6.563758,12.31884,0,2502,1,NaN,NaN
73,-6.555056,12.327277,0,2498,1,NaN,NaN
74,-6.546353,12.33009,0,2495,1,NaN,NaN
75,-6.543452,12.332902,0,2493,1,NaN,NaN
76,-6.549254,12.338526,0,2489,1,NaN,NaN
77,-6.555056,12.341338,0,2486,1,NaN,NaN
78,-6.555056,12.34415,0,2481,1,NaN,NaN
79,-6.546353,12.34415,0,2479,1,NaN,NaN
80,-6.528946,12.349774,0,2474,1,NaN,NaN
