n,x,y,val,dP,lab,xT,yT
0,-14.760293,9.518311,0,2478,0,NaN,NaN
1,-14.765789,9.50398,0,2477,0,NaN,NaN
2,-14.765789,9.489648,0,2478,0,NaN,NaN
3,-14.765789,9.481048,0,2480,0,NaN,NaN
4,-14.771286,9.478182,0,2481,0,NaN,NaN
5,-14.774034,9.481048,0,2481,0,NaN,NaN
6,-14.77953,9.486782,0,2481,0,NaN,NaN
7,-14.785026,9.486782,0,2481,1,NaN,NaN
8,-14.776782,9.481048,0,2482,1,NaN,NaN
9,-14.763041,9.46098,0,2483,1,NaN,NaN
10,-14.749298,9.443777,0,2484,1,NaN,NaN
11,-14.743801,9.42944,0,2485,1,NaN,NaN
12,-14.743801,9.42944,0,2485,1,NaN,NaN
13,-14.774034,9.435175,0,2485,1,NaN,NaN
14,-14.804258,9.438043,0,2485,1,NaN,NaN
15,-14.831728,9.44091,0,2486,1,NaN,NaN
16,-14.823488,9.449512,0,2486,1,NaN,NaN
17,-14.8125,9.455246,0,2487,1,NaN,NaN
18,-14.809753,9.452379,0,2486,1,NaN,NaN
19,-14.782278,9.435175,0,2487,1,NaN,NaN
20,-14.754796,9.415102,0,2488,1,NaN,NaN
21,-14.732805,9.406498,0,2490,1,NaN,NaN
22,-14.738303,9.397894,0,2491,1,NaN,NaN
23,-14.741052,9.392158,0,2492,1,NaN,NaN
24,-14.741052,9.397894,0,2492,1,NaN,NaN
25,-14.738303,9.409366,0,2492,1,NaN,NaN
26,-14.732805,9.41797,0,2493,1,NaN,NaN
27,-14.738303,9.412234,0,2493,1,NaN,NaN
28,-14.74655,9.406498,0,2493,1,NaN,NaN
29,-14.757544,9.400762,0,2493,1,NaN,NaN
30,-14.757544,9.395026,0,2493,1,NaN,NaN
31,-14.757544,9.383553,0,2495,1,NaN,NaN
32,-14.757544,9.363474,0,2496,1,NaN,NaN
33,-14.749298,9.31757,0,2496,1,NaN,NaN
34,-14.741052,9.274523,0,2498,1,NaN,NaN
35,-14.730056,9.240079,0,2499,1,NaN,NaN
36,-14.727307,9.237208,0,2500,1,NaN,NaN
37,-14.721808,9.24582,0,2500,1,NaN,NaN
38,-14.71356,9.254432,0,2501,1,NaN,NaN
39,-14.71356,9.271653,0,2502,1,NaN,NaN
40,-14.71081,9.280264,0,2501,1,NaN,NaN
41,-14.71356,9.265913,0,2500,1,NaN,NaN
42,-14.719059,9.242949,0,2501,1,NaN,NaN
43,-14.721808,9.21137,0,2501,1,NaN,NaN
44,-14.724557,9.197014,0,2501,1,NaN,NaN
45,-14.724557,9.182656,0,2502,1,NaN,NaN
46,-14.735554,9.179785,0,2503,1,NaN,NaN
47,-14.749298,9.185528,0,2505,1,NaN,NaN
48,-14.749298,9.15681,0,2505,1,NaN,NaN
49,-14.743801,9.122342,0,2504,1,NaN,NaN
50,-14.735554,9.105106,0,2504,1,NaN,NaN
51,-14.738303,9.11947,0,2503,1,NaN,NaN
52,-14.754796,9.136705,0,2507,1,NaN,NaN
53,-14.774034,9.139577,0,2511,1,NaN,NaN
54,-14.793269,9.142449,0,2515,1,NaN,NaN
55,-14.793269,9.136705,0,2517,1,NaN,NaN
56,-14.796016,9.128087,0,2519,1,NaN,NaN
57,-14.801511,9.110852,0,2521,1,NaN,NaN
58,-14.807006,9.096487,0,2519,1,NaN,NaN
59,-14.807006,9.079249,0,2517,1,NaN,NaN
60,-14.804258,9.04764,0,2516,1,NaN,NaN
61,-14.801511,9.016026,0,2518,1,NaN,NaN
62,-14.798764,8.998779,0,2521,1,NaN,NaN
63,-14.804258,8.998779,0,2522,1,NaN,NaN
64,-14.804258,9.010277,0,2521,1,NaN,NaN
65,-14.790521,9.0189,0,2521,1,NaN,NaN
66,-14.774034,9.016026,0,2522,1,NaN,NaN
67,-14.763041,8.998779,0,2522,1,NaN,NaN
68,-14.757544,8.978656,0,2521,1,NaN,NaN
69,-14.749298,8.964281,0,2520,1,NaN,NaN
70,-14.730056,8.94703,0,2519,1,NaN,NaN
71,-14.724557,8.938404,0,2519,1,NaN,NaN
72,-14.757544,8.941279,0,2519,1,NaN,NaN
73,-14.801511,8.94703,0,2520,1,NaN,NaN
74,-14.831728,8.941279,0,2522,1,NaN,NaN
75,-14.823488,8.929777,0,2523,1,NaN,NaN
76,-14.815247,8.918274,0,2525,1,NaN,NaN
77,-14.817994,8.918274,0,2525,1,NaN,NaN
78,-14.817994,8.92115,0,2525,1,NaN,NaN
79,-14.815247,8.912522,0,2525,1,NaN,NaN
80,-14.8125,8.901018,0,2525,1,NaN,NaN
81,-14.815247,8.89239,0,2526,1,NaN,NaN
82,-14.815247,8.89239,0,2526,1,NaN,NaN
83,-14.834474,8.863625,0,2529,1,NaN,NaN
