n,x,y,val,dP,lab,xT,yT
0,-14.012955,7.556077,0,2671,0,NaN,NaN
1,-14.004654,7.547389,0,2671,0,NaN,NaN
2,-14.001887,7.541598,0,2671,0,NaN,NaN
3,-14.001887,7.538702,0,2672,0,NaN,NaN
4,-14.010188,7.550285,0,2672,0,NaN,NaN
5,-14.012955,7.561868,0,2672,0,NaN,NaN
6,-14.015722,7.57345,0,2671,0,NaN,NaN
7,-14.018489,7.576346,0,2671,1,NaN,NaN
8,-14.024022,7.579241,0,2669,1,NaN,NaN
9,-14.029555,7.585032,0,2668,1,NaN,NaN
10,-14.029555,7.587927,0,2667,1,NaN,NaN
11,-14.032322,7.590822,0,2669,1,NaN,NaN
12,-14.032322,7.587927,0,2671,1,NaN,NaN
13,-14.029555,7.582136,0,2673,1,NaN,NaN
14,-14.029555,7.576346,0,2672,1,NaN,NaN
15,-14.026789,7.576346,0,2670,1,NaN,NaN
16,-14.018489,7.576346,0,2668,1,NaN,NaN
17,-14.012955,7.567659,0,2667,1,NaN,NaN
18,-14.004654,7.561868,0,2666,1,NaN,NaN
19,-14.001887,7.541598,0,2665,1,NaN,NaN
20,-13.99912,7.521326,0,2664,1,NaN,NaN
21,-13.996353,7.501052,0,2665,1,NaN,NaN
22,-13.99912,7.486569,0,2666,1,NaN,NaN
23,-13.99912,7.477879,0,2668,1,NaN,NaN
24,-14.018489,7.466292,0,2672,1,NaN,NaN
25,-14.035088,7.454704,0,2675,1,NaN,NaN
26,-14.048919,7.425732,0,2678,1,NaN,NaN
27,-14.048919,7.402551,0,2677,1,NaN,NaN
28,-14.059982,7.39096,0,2677,1,NaN,NaN
29,-14.076575,7.396755,0,2677,1,NaN,NaN
30,-14.087636,7.411244,0,2677,1,NaN,NaN
31,-14.082106,7.419937,0,2679,1,NaN,NaN
32,-14.065514,7.422834,0,2680,1,NaN,NaN
33,-14.048919,7.419937,0,2681,1,NaN,NaN
34,-14.037854,7.414142,0,2681,1,NaN,NaN
35,-14.04062,7.405449,0,2680,1,NaN,NaN
36,-14.043387,7.399653,0,2680,1,NaN,NaN
37,-14.04062,7.388062,0,2679,1,NaN,NaN
38,-14.021255,7.382266,0,2678,1,NaN,NaN
39,-13.985283,7.37647,0,2679,1,NaN,NaN
40,-13.954836,7.373572,0,2682,2,NaN,NaN
41,-13.891149,7.367775,0,2685,2,NaN,NaN
42,-13.832968,7.332995,0,2685,2,NaN,NaN
43,-13.744257,7.269215,0,2684,2,NaN,NaN
44,-13.688778,7.193817,0,2683,2,NaN,NaN
45,-13.647152,7.150306,0,2682,2,NaN,NaN
46,-13.605511,7.115492,0,2681,2,NaN,NaN
47,-13.547189,7.089377,0,2680,2,NaN,NaN
48,-13.499955,7.129998,0,2682,2,NaN,NaN
49,-13.447142,7.185115,0,2684,2,NaN,NaN
50,-13.374833,7.11259,0,2679,2,NaN,NaN
51,-13.244012,6.778683,0,2655,2,NaN,NaN
52,-13.107474,6.205621,0,2613,2,NaN,NaN
53,-12.981948,5.462001,0,2552,2,NaN,NaN
54,-12.873057,4.617009,0,2482,2,NaN,NaN
55,-12.761275,3.67317,0,2401,2,NaN,NaN
56,-12.646596,2.650887,0,2317,2,NaN,NaN
57,-12.515007,1.53858,0,2222,2,NaN,NaN
58,-12.318776,0.319037,0,2117,2,NaN,NaN
59,-12.054804,-0.980332,0,2001,2,NaN,NaN
60,-11.700155,-2.378714,0,1875,2,NaN,NaN
61,-11.338942,-3.87694,0,1740,2,NaN,NaN
62,-11.172136,-5.366955,0,1586,2,NaN,NaN
63,-10.971149,-6.980404,0,1427,2,NaN,NaN
64,-10.809595,-8.046196,0,1316,2,NaN,NaN
65,-10.721659,-8.634657,0,1263,2,NaN,NaN
66,-10.721659,-8.634657,0,1263,2,NaN,NaN
67,NaN,NaN,4,NaN,-1,NaN,NaN
68,NaN,NaN,4,NaN,-1,NaN,NaN
69,NaN,NaN,4,NaN,-1,NaN,NaN
70,NaN,NaN,4,NaN,-1,NaN,NaN
71,NaN,NaN,4,NaN,-1,NaN,NaN
72,NaN,NaN,4,NaN,-1,NaN,NaN
73,NaN,NaN,4,NaN,-1,NaN,NaN
74,NaN,NaN,4,NaN,-1,NaN,NaN
75,NaN,NaN,4,NaN,-1,NaN,NaN
76,NaN,NaN,4,NaN,-1,NaN,NaN
77,NaN,NaN,4,NaN,-1,NaN,NaN
78,NaN,NaN,4,NaN,-1,NaN,NaN
79,NaN,NaN,4,NaN,-1,NaN,NaN
80,NaN,NaN,4,NaN,-1,NaN,NaN
81,NaN,NaN,4,NaN,-1,NaN,NaN
82,NaN,NaN,4,NaN,-1,NaN,NaN
83,NaN,NaN,4,NaN,-1,NaN,NaN
84,NaN,NaN,4,NaN,-1,NaN,NaN
85,NaN,NaN,4,NaN,-1,NaN,NaN
86,NaN,NaN,4,NaN,-1,NaN,NaN
87,NaN,NaN,4,NaN,-1,NaN,NaN
88,NaN,NaN,4,NaN,-1,NaN,NaN
89,NaN,NaN,4,NaN,-1,NaN,NaN
90,NaN,NaN,4,NaN,-1,NaN,NaN
91,NaN,NaN,4,NaN,-1,NaN,NaN
92,NaN,NaN,4,NaN,-1,NaN,NaN
93,NaN,NaN,4,NaN,-1,NaN,NaN
94,NaN,NaN,4,NaN,-1,NaN,NaN
95,NaN,NaN,4,NaN,-1,NaN,NaN
96,NaN,NaN,4,NaN,-1,NaN,NaN
97,NaN,NaN,4,NaN,-1,NaN,NaN
98,NaN,NaN,4,NaN,-1,NaN,NaN
99,NaN,NaN,4,NaN,-1,NaN,NaN
100,NaN,NaN,4,NaN,-1,NaN,NaN
101,NaN,NaN,4,NaN,-1,NaN,NaN
102,NaN,NaN,4,NaN,-1,NaN,NaN
103,NaN,NaN,4,NaN,-1,NaN,NaN
104,NaN,NaN,4,NaN,-1,NaN,NaN
105,NaN,NaN,4,NaN,-1,NaN,NaN
106,NaN,NaN,4,NaN,-1,NaN,NaN
107,NaN,NaN,4,NaN,-1,NaN,NaN
108,NaN,NaN,4,NaN,-1,NaN,NaN
109,NaN,NaN,4,NaN,-1,NaN,NaN
110,NaN,NaN,4,NaN,-1,NaN,NaN
111,NaN,NaN,4,NaN,-1,NaN,NaN
112,NaN,NaN,4,NaN,-1,NaN,NaN
113,NaN,NaN,4,NaN,-1,NaN,NaN
114,NaN,NaN,4,NaN,-1,NaN,NaN
115,NaN,NaN,4,NaN,-1,NaN,NaN
116,NaN,NaN,4,NaN,-1,NaN,NaN
117,NaN,NaN,4,NaN,-1,NaN,NaN
118,NaN,NaN,4,NaN,-1,NaN,NaN
119,NaN,NaN,4,NaN,-1,NaN,NaN
120,NaN,NaN,4,NaN,-1,NaN,NaN
121,NaN,NaN,4,NaN,-1,NaN,NaN
122,NaN,NaN,4,NaN,-1,NaN,NaN
123,NaN,NaN,4,NaN,-1,NaN,NaN
124,NaN,NaN,4,NaN,-1,NaN,NaN
125,NaN,NaN,4,NaN,-1,NaN,NaN
126,NaN,NaN,4,NaN,-1,NaN,NaN
127,NaN,NaN,4,NaN,-1,NaN,NaN
128,NaN,NaN,4,NaN,-1,NaN,NaN
129,NaN,NaN,4,NaN,-1,NaN,NaN
130,NaN,NaN,4,NaN,-1,NaN,NaN
131,NaN,NaN,4,NaN,-1,NaN,NaN
132,NaN,NaN,4,NaN,-1,NaN,NaN
133,NaN,NaN,4,NaN,-1,NaN,NaN
134,NaN,NaN,4,NaN,-1,NaN,NaN
135,NaN,NaN,4,NaN,-1,NaN,NaN
136,NaN,NaN,4,NaN,-1,NaN,NaN
137,NaN,NaN,4,NaN,-1,NaN,NaN
138,NaN,NaN,4,NaN,-1,NaN,NaN
139,NaN,NaN,4,NaN,-1,NaN,NaN
140,NaN,NaN,4,NaN,-1,NaN,NaN
141,NaN,NaN,4,NaN,-1,NaN,NaN
142,NaN,NaN,4,NaN,-1,NaN,NaN
143,NaN,NaN,4,NaN,-1,NaN,NaN
144,NaN,NaN,4,NaN,-1,NaN,NaN
145,NaN,NaN,4,NaN,-1,NaN,NaN
146,NaN,NaN,4,NaN,-1,NaN,NaN
147,NaN,NaN,4,NaN,-1,NaN,NaN
148,NaN,NaN,4,NaN,-1,NaN,NaN
149,NaN,NaN,4,NaN,-1,NaN,NaN
150,NaN,NaN,4,NaN,-1,NaN,NaN
151,NaN,NaN,4,NaN,-1,NaN,NaN
