n,x,y,val,dP,lab,xT,yT
0,-11.46039,8.122868,0,2552,0,NaN,NaN
1,-11.474506,8.125756,0,2552,0,NaN,NaN
2,-11.471683,8.125756,0,2552,0,NaN,NaN
3,-11.466037,8.125756,0,2553,0,NaN,NaN
4,-11.46886,8.125756,0,2554,0,NaN,NaN
5,-11.471683,8.128644,0,2555,0,NaN,NaN
6,-11.482974,8.125756,0,2555,0,NaN,NaN
7,-11.491442,8.108429,0,2552,1,NaN,NaN
8,-11.482974,8.088212,0,2549,1,NaN,NaN
9,-11.46886,8.070881,0,2546,1,NaN,NaN
10,-11.466037,8.067992,0,2548,1,NaN,NaN
11,-11.477328,8.085323,0,2550,1,NaN,NaN
12,-11.480151,8.0911,0,2552,1,NaN,NaN
13,-11.474506,8.102653,0,2551,1,NaN,NaN
14,-11.477328,8.093988,0,2549,1,NaN,NaN
15,-11.480151,8.099765,0,2549,1,NaN,NaN
16,-11.477328,8.099765,0,2549,1,NaN,NaN
17,-11.466037,8.111317,0,2548,1,NaN,NaN
18,-11.449097,8.125756,0,2548,1,NaN,NaN
19,-11.440627,8.148857,0,2547,1,NaN,NaN
20,-11.451921,8.160406,0,2547,1,NaN,NaN
21,-11.474506,8.163294,0,2547,1,NaN,NaN
22,-11.494264,8.14597,0,2547,1,NaN,NaN
23,-11.488619,8.125756,0,2548,1,NaN,NaN
24,-11.485797,8.114205,0,2548,1,NaN,NaN
25,-11.480151,8.111317,0,2548,1,NaN,NaN
26,-11.463214,8.125756,0,2548,1,NaN,NaN
27,-11.409564,8.137307,0,2548,1,NaN,NaN
28,-11.324814,8.157519,0,2548,1,NaN,NaN
29,-11.214563,8.160406,0,2548,1,NaN,NaN
30,-11.092907,8.195051,0,2548,1,NaN,NaN
31,-10.968316,8.229689,0,2548,1,NaN,NaN
32,-10.820938,8.264321,0,2549,1,NaN,NaN
33,-10.707471,8.264321,0,2548,1,NaN,NaN
34,-10.556996,8.252778,0,2548,1,NaN,NaN
35,-10.44049,8.235461,0,2548,1,NaN,NaN
36,-10.295446,8.218143,0,2549,2,NaN,NaN
37,-10.178746,8.209484,0,2549,2,NaN,NaN
38,-10.076206,8.206597,0,2550,2,NaN,NaN
39,-9.999258,8.206597,0,2550,2,NaN,NaN
40,-9.965048,8.18639,0,2551,2,NaN,NaN
41,-9.945088,8.163294,0,2552,2,NaN,NaN
42,-9.942237,8.14597,0,2553,1,NaN,NaN
43,-9.942237,8.140194,0,2555,1,NaN,NaN
44,-9.976452,8.140194,0,2556,1,NaN,NaN
45,-10.013511,8.140194,0,2558,1,NaN,NaN
46,-10.050561,8.143082,0,2558,1,NaN,NaN
47,-10.05626,8.140194,0,2556,1,NaN,NaN
48,-10.05911,8.119981,0,2552,1,NaN,NaN
49,-10.061959,8.102653,0,2548,1,NaN,NaN
50,-10.073357,8.102653,0,2548,1,NaN,NaN
51,-10.087603,8.119981,0,2549,1,NaN,NaN
52,-10.104696,8.140194,0,2550,1,NaN,NaN
53,-10.107544,8.143082,0,2551,1,NaN,NaN
54,-10.11609,8.148857,0,2551,1,NaN,NaN
55,-10.124636,8.151744,0,2550,1,NaN,NaN
56,-10.138877,8.157519,0,2550,1,NaN,NaN
57,-10.144573,8.166181,0,2548,1,NaN,NaN
58,-10.153117,8.148857,0,2547,1,NaN,NaN
59,-10.175898,8.125756,0,2547,1,NaN,NaN
60,-10.192982,8.102653,0,2548,1,NaN,NaN
61,-10.210064,8.102653,0,2548,1,NaN,NaN
62,-10.210064,8.099765,0,2548,1,NaN,NaN
63,-10.210064,8.117093,0,2547,1,NaN,NaN
64,-10.195829,8.131532,0,2547,1,NaN,NaN
65,-10.175898,8.143082,0,2544,1,NaN,NaN
66,-10.155965,8.137307,0,2542,1,NaN,NaN
67,-10.150269,8.131532,0,2541,1,NaN,NaN
68,-10.147421,8.131532,0,2543,1,NaN,NaN
69,-10.141725,8.131532,0,2545,1,NaN,NaN
70,-10.13318,8.131532,0,2546,1,NaN,NaN
71,-10.13318,8.114205,0,2546,1,NaN,NaN
72,-10.141725,8.093988,0,2547,1,NaN,NaN
73,-10.147421,8.085323,0,2543,1,NaN,NaN
74,-10.153117,8.0911,0,2540,1,NaN,NaN
75,-10.155965,8.102653,0,2536,1,NaN,NaN
76,-10.158812,8.105541,0,2536,1,NaN,NaN
77,-10.158812,8.114205,0,2536,1,NaN,NaN
78,-10.155965,8.119981,0,2539,1,NaN,NaN
79,-10.153117,8.128644,0,2543,1,NaN,NaN
80,-10.155965,8.128644,0,2545,1,NaN,NaN
81,-10.153117,8.128644,0,2545,1,NaN,NaN
82,-10.144573,8.128644,0,2545,1,NaN,NaN
83,-10.136029,8.128644,0,2543,1,NaN,NaN
84,-10.124636,8.131532,0,2541,1,NaN,NaN
85,-10.118939,8.131532,0,2537,1,NaN,NaN
86,-10.124636,8.131532,0,2537,1,NaN,NaN
87,-10.13318,8.131532,0,2537,1,NaN,NaN
88,-10.141725,8.122868,0,2538,1,NaN,NaN
89,-10.136029,8.114205,0,2537,1,NaN,NaN
90,-10.127484,8.108429,0,2536,1,NaN,NaN
91,-10.121787,8.108429,0,2536,1,NaN,NaN
92,-10.121787,8.122868,0,2536,1,NaN,NaN
93,-10.118939,8.134419,0,2536,1,NaN,NaN
94,-10.11609,8.14597,0,2536,1,NaN,NaN
95,-10.113242,8.14597,0,2536,1,NaN,NaN
96,-10.11609,8.14597,0,2536,1,NaN,NaN
97,-10.113242,8.143082,0,2536,1,NaN,NaN
98,-10.107544,8.143082,0,2535,1,NaN,NaN
99,-10.107544,8.143082,0,2535,1,NaN,NaN
100,-10.110393,8.14597,0,2534,1,NaN,NaN
101,-10.121787,8.148857,0,2534,1,NaN,NaN
102,-10.130332,8.14597,0,2533,1,NaN,NaN
103,-10.138877,8.140194,0,2532,1,NaN,NaN
104,-10.136029,8.134419,0,2531,1,NaN,NaN
105,-10.136029,8.131532,0,2530,1,NaN,NaN
106,-10.136029,8.131532,0,2533,1,NaN,NaN
107,-10.124636,8.143082,0,2537,1,NaN,NaN
108,-10.11609,8.157519,0,2543,1,NaN,NaN
109,-10.121787,8.177729,0,2546,1,NaN,NaN
110,-10.138877,8.18639,0,2544,1,NaN,NaN
111,-10.153117,8.195051,0,2538,1,NaN,NaN
112,-10.141725,8.180616,0,2534,1,NaN,NaN
113,-10.130332,8.163294,0,2536,1,NaN,NaN
114,-10.121787,8.151744,0,2537,1,NaN,NaN
115,-10.127484,8.154632,0,2537,1,NaN,NaN
116,-10.136029,8.151744,0,2536,1,NaN,NaN
117,-10.141725,8.148857,0,2535,1,NaN,NaN
118,-10.138877,8.14597,0,2535,1,NaN,NaN
119,-10.141725,8.143082,0,2536,1,NaN,NaN
120,-10.147421,8.140194,0,2536,1,NaN,NaN
121,-10.155965,8.163294,0,2535,1,NaN,NaN
122,-10.141725,8.189277,0,2533,1,NaN,NaN
123,-10.127484,8.22103,0,2532,1,NaN,NaN
124,-10.113242,8.229689,0,2531,1,NaN,NaN
125,-10.113242,8.21237,0,2532,1,NaN,NaN
126,-10.110393,8.18639,0,2532,1,NaN,NaN
127,-10.107544,8.160406,0,2532,1,NaN,NaN
128,-10.110393,8.166181,0,2532,1,NaN,NaN
129,-10.124636,8.171955,0,2531,1,NaN,NaN
130,-10.138877,8.183503,0,2529,1,NaN,NaN
131,-10.147421,8.189277,0,2527,1,NaN,NaN
132,-10.144573,8.195051,0,2526,1,NaN,NaN
133,-10.136029,8.197937,0,2526,1,NaN,NaN
134,-10.130332,8.197937,0,2526,1,NaN,NaN
135,-10.124636,8.195051,0,2526,1,NaN,NaN
136,-10.13318,8.192164,0,2529,1,NaN,NaN
137,-10.144573,8.192164,0,2533,1,NaN,NaN
138,-10.158812,8.192164,0,2536,1,NaN,NaN
139,-10.153117,8.192164,0,2536,1,NaN,NaN
140,-10.141725,8.192164,0,2536,1,NaN,NaN
141,-10.13318,8.195051,0,2535,1,NaN,NaN
142,-10.138877,8.189277,0,2534,1,NaN,NaN
143,-10.147421,8.18639,0,2534,1,NaN,NaN
144,-10.153117,8.183503,0,2531,1,NaN,NaN
145,-10.16166,8.189277,0,2528,1,NaN,NaN
146,-10.150269,8.192164,0,2525,1,NaN,NaN
147,-10.13318,8.189277,0,2523,1,NaN,NaN
148,-10.11609,8.18639,0,2521,1,NaN,NaN
149,-10.11609,8.18639,0,2519,1,NaN,NaN
150,-10.11609,8.189277,0,2521,1,NaN,NaN
151,-10.113242,8.195051,0,2524,1,NaN,NaN
152,-10.11609,8.197937,0,2526,1,NaN,NaN
153,-10.121787,8.203711,0,2525,1,NaN,NaN
154,-10.130332,8.215257,0,2523,1,NaN,NaN
155,-10.141725,8.229689,0,2520,1,NaN,NaN
156,-10.150269,8.238347,0,2519,1,NaN,NaN
157,-10.144573,8.226803,0,2521,1,NaN,NaN
158,-10.13318,8.21237,0,2524,1,NaN,NaN
159,-10.110393,8.195051,0,2526,1,NaN,NaN
160,-10.098998,8.189277,0,2526,1,NaN,NaN
161,-10.101847,8.180616,0,2526,1,NaN,NaN
162,-10.113242,8.174842,0,2525,1,NaN,NaN
163,-10.121787,8.180616,0,2522,1,NaN,NaN
164,-10.11609,8.195051,0,2520,1,NaN,NaN
165,-10.121787,8.22103,0,2518,1,NaN,NaN
166,-10.138877,8.235461,0,2519,1,NaN,NaN
167,-10.147421,8.247006,0,2518,1,NaN,NaN
168,-10.150269,8.249892,0,2517,1,NaN,NaN
169,-10.144573,8.232575,0,2516,1,NaN,NaN
170,-10.141725,8.215257,0,2516,1,NaN,NaN
171,-10.136029,8.195051,0,2516,1,NaN,NaN
172,-10.130332,8.189277,0,2515,1,NaN,NaN
173,-10.121787,8.189277,0,2515,1,NaN,NaN
174,-10.121787,8.192164,0,2515,1,NaN,NaN
175,-10.124636,8.200824,0,2515,1,NaN,NaN
176,-10.13318,8.203711,0,2515,1,NaN,NaN
177,-10.141725,8.206597,0,2515,1,NaN,NaN
178,-10.138877,8.203711,0,2515,1,NaN,NaN
179,-10.13318,8.203711,0,2515,1,NaN,NaN
180,-10.13318,8.200824,0,2515,1,NaN,NaN
181,-10.138877,8.197937,0,2515,1,NaN,NaN
182,-10.141725,8.206597,0,2514,1,NaN,NaN
183,-10.141725,8.215257,0,2514,1,NaN,NaN
184,-10.147421,8.223916,0,2513,1,NaN,NaN
185,-10.153117,8.226803,0,2513,1,NaN,NaN
186,-10.153117,8.232575,0,2513,1,NaN,NaN
187,-10.153117,8.235461,0,2513,1,NaN,NaN
188,-10.155965,8.238347,0,2513,1,NaN,NaN
189,-10.158812,8.241234,0,2514,1,NaN,NaN
190,-10.164508,8.252778,0,2515,1,NaN,NaN
191,-10.167355,8.261435,0,2517,1,NaN,NaN
192,-10.173051,8.267207,0,2518,1,NaN,NaN
193,-10.173051,8.264321,0,2517,1,NaN,NaN
194,-10.170203,8.264321,0,2514,1,NaN,NaN
195,-10.167355,8.261435,0,2511,1,NaN,NaN
196,-10.16166,8.255664,0,2513,1,NaN,NaN
197,-10.164508,8.241234,0,2515,1,NaN,NaN
198,-10.173051,8.226803,0,2517,1,NaN,NaN
199,-10.178746,8.226803,0,2518,1,NaN,NaN
200,-10.18444,8.238347,0,2519,1,NaN,NaN
201,-10.187288,8.247006,0,2520,1,NaN,NaN
202,-10.190135,8.247006,0,2520,1,NaN,NaN
203,-10.187288,8.238347,0,2518,1,NaN,NaN
204,-10.18444,8.229689,0,2517,1,NaN,NaN
205,-10.18444,8.232575,0,2517,1,NaN,NaN
206,-10.190135,8.226803,0,2517,1,NaN,NaN
207,-10.195829,8.215257,0,2517,1,NaN,NaN
208,-10.187288,8.200824,0,2516,1,NaN,NaN
209,-10.170203,8.203711,0,2516,1,NaN,NaN
210,-10.178746,8.218143,0,2516,1,NaN,NaN
211,-10.198676,8.252778,0,2516,1,NaN,NaN
212,-10.218604,8.275864,0,2517,1,NaN,NaN
213,-10.215758,8.28452,0,2518,1,NaN,NaN
214,-10.212911,8.267207,0,2519,1,NaN,NaN
215,-10.215758,8.249892,0,2519,1,NaN,NaN
216,-10.218604,8.247006,0,2518,1,NaN,NaN
217,-10.221451,8.258549,0,2517,1,NaN,NaN
218,-10.218604,8.272978,0,2517,1,NaN,NaN
219,-10.215758,8.28452,0,2514,1,NaN,NaN
220,-10.207217,8.281635,0,2510,1,NaN,NaN
221,-10.201523,8.275864,0,2511,1,NaN,NaN
222,-10.198676,8.270092,0,2515,1,NaN,NaN
223,-10.20437,8.281635,0,2517,1,NaN,NaN
224,-10.212911,8.296062,0,2515,1,NaN,NaN
225,-10.218604,8.28452,0,2514,1,NaN,NaN
226,-10.241376,8.261435,0,2516,1,NaN,NaN
227,-10.261299,8.229689,0,2518,1,NaN,NaN
228,-10.284065,8.223916,0,2515,1,NaN,NaN
229,-10.28691,8.229689,0,2513,1,NaN,NaN
230,-10.289756,8.241234,0,2511,1,NaN,NaN
231,-10.289756,8.252778,0,2513,1,NaN,NaN
232,-10.284065,8.272978,0,2514,1,NaN,NaN
233,-10.275528,8.296062,0,2514,1,NaN,NaN
234,-10.269836,8.319143,0,2514,1,NaN,NaN
235,-10.269836,8.322028,0,2512,1,NaN,NaN
236,-10.266991,8.319143,0,2511,1,NaN,NaN
237,-10.261299,8.319143,0,2510,1,NaN,NaN
238,-10.258453,8.316258,0,2510,1,NaN,NaN
239,-10.255607,8.316258,0,2511,1,NaN,NaN
240,-10.255607,8.313373,0,2510,1,NaN,NaN
241,-10.241376,8.324913,0,2509,1,NaN,NaN
242,-10.227144,8.34799,0,2508,1,NaN,NaN
243,-10.212911,8.373949,0,2508,1,NaN,NaN
244,-10.212911,8.388369,0,2507,1,NaN,NaN
245,-10.215758,8.391253,0,2506,1,NaN,NaN
246,-10.218604,8.368181,0,2505,1,NaN,NaN
247,-10.224298,8.345106,0,2506,1,NaN,NaN
248,-10.227144,8.322028,0,2506,1,NaN,NaN
249,-10.232837,8.330682,0,2509,1,NaN,NaN
250,-10.232837,8.34799,0,2511,1,NaN,NaN
251,-10.232837,8.365297,0,2512,1,NaN,NaN
252,-10.235684,8.371065,0,2511,1,NaN,NaN
253,-10.23853,8.371065,0,2512,1,NaN,NaN
254,-10.23853,8.385485,0,2513,1,NaN,NaN
255,-10.241376,8.397021,0,2514,1,NaN,NaN
256,-10.244222,8.397021,0,2514,1,NaN,NaN
257,-10.249915,8.379717,0,2513,1,NaN,NaN
258,-10.255607,8.368181,0,2513,1,NaN,NaN
259,-10.261299,8.373949,0,2513,1,NaN,NaN
260,-10.261299,8.379717,0,2513,1,NaN,NaN
261,-10.264145,8.385485,0,2513,1,NaN,NaN
262,-10.269836,8.388369,0,2513,1,NaN,NaN
263,-10.278374,8.397021,0,2512,1,NaN,NaN
264,-10.281219,8.405672,0,2512,1,NaN,NaN
265,-10.278374,8.411439,0,2509,1,NaN,NaN
266,-10.266991,8.414323,0,2505,1,NaN,NaN
267,-10.258453,8.414323,0,2502,1,NaN,NaN
268,-10.258453,8.411439,0,2502,1,NaN,NaN
269,-10.261299,8.411439,0,2502,1,NaN,NaN
270,-10.258453,8.408556,0,2502,1,NaN,NaN
271,-10.249915,8.411439,0,2503,1,NaN,NaN
272,-10.247069,8.408556,0,2503,1,NaN,NaN
273,-10.244222,8.408556,0,2504,1,NaN,NaN
274,-10.247069,8.42009,0,2505,1,NaN,NaN
275,-10.247069,8.42874,0,2505,1,NaN,NaN
276,-10.247069,8.43739,0,2505,1,NaN,NaN
277,-10.227144,8.42874,0,2507,1,NaN,NaN
278,-10.207217,8.414323,0,2508,1,NaN,NaN
279,-10.195829,8.402789,0,2508,1,NaN,NaN
280,-10.20437,8.402789,0,2503,1,NaN,NaN
281,-10.215758,8.408556,0,2498,1,NaN,NaN
282,-10.215758,8.408556,0,2497,1,NaN,NaN
283,-10.212911,8.399905,0,2499,1,NaN,NaN
284,-10.210064,8.388369,0,2501,1,NaN,NaN
285,-10.210064,8.379717,0,2501,1,NaN,NaN
286,-10.207217,8.376833,0,2501,1,NaN,NaN
287,-10.20437,8.379717,0,2502,1,NaN,NaN
288,-10.198676,8.376833,0,2502,1,NaN,NaN
289,-10.192982,8.373949,0,2503,1,NaN,NaN
290,-10.198676,8.376833,0,2504,1,NaN,NaN
291,-10.20437,8.388369,0,2503,1,NaN,NaN
292,-10.210064,8.402789,0,2501,1,NaN,NaN
293,-10.20437,8.408556,0,2499,1,NaN,NaN
294,-10.207217,8.414323,0,2499,1,NaN,NaN
295,-10.210064,8.417207,0,2499,1,NaN,NaN
296,-10.221451,8.42009,0,2500,1,NaN,NaN
297,-10.229991,8.417207,0,2499,1,NaN,NaN
298,-10.235684,8.425857,0,2499,1,NaN,NaN
299,-10.235684,8.434507,0,2499,1,NaN,NaN
300,-10.23853,8.443156,0,2498,1,NaN,NaN
301,-10.229991,8.440273,0,2498,1,NaN,NaN
302,-10.215758,8.440273,0,2498,1,NaN,NaN
